Query Number,Hit Percentage,Total Time,Bootstrap Time
1,100.0,1235.59,63.81
2,90.0,1046.74,64.45
3,100.0,1153.58,63.56
4,100.0,926.02,63.96
5,100.0,844.01,61.99
6,100.0,878.29,62.57
7,90.0,896.99,62.06
8,100.0,940.83,61.6
9,90.0,2033.49,74.73
10,100.0,1687.62,63.87
