Query Number,Hit Percentage,Total Time,Bootstrap Time
1,90.0,319.44,0.92
2,90.0,317.28,0.9
3,90.0,333.78,0.9
4,100.0,316.98,0.89
5,90.0,310.19,0.91
6,100.0,308.5,0.87
7,100.0,319.55,0.87
8,90.0,320.7,0.89
9,100.0,364.87,0.89
10,100.0,364.55,0.88
