Query Number,Hit Percentage,Total Time,Bootstrap Time
1,100.0,322.81,9.91
2,100.0,322.53,9.69
3,100.0,336.7,9.75
4,80.0,320.07,9.9
5,100.0,318.43,9.84
6,100.0,316.04,9.59
7,100.0,320.94,9.7
8,100.0,325.45,9.68
9,100.0,376.26,9.79
10,90.0,378.91,9.9
