Query Number,Hit Percentage,Total Time,Bootstrap Time
1,90.0,2534.09,1014.48
2,100.0,2528.02,1033.33
3,100.0,2762.84,1057.71
4,90.0,2485.82,1059.5
5,90.0,2396.27,1047.14
6,100.0,2467.37,1065.01
7,100.0,2443.3,1046.91
8,100.0,2503.34,1050.12
9,100.0,3218.67,1043.08
10,100.0,3127.65,1014.93
