Query Number,Hit Percentage,Total Time,Bootstrap Time
1,90.0,1705.97,469.93
2,100.0,1662.25,468.67
3,90.0,1842.64,469.3
4,100.0,1572.23,462.71
5,100.0,1498.82,460.77
6,90.0,1495.41,459.58
7,100.0,1479.26,455.29
8,80.0,1579.69,460.88
9,100.0,2238.39,458.73
10,100.0,2258.68,457.27
