Query Number,Hit Percentage,Total Time,Bootstrap Time
1,100.0,369.01,5.04
2,90.0,407.91,5.45
3,100.0,437.68,5.13
4,100.0,342.46,4.14
5,100.0,366.81,4.59
6,100.0,310.97,3.79
7,100.0,319.1,3.75
8,80.0,331.65,4.01
9,100.0,376.65,4.11
10,100.0,377.87,3.93
