Query Number,Hit Percentage,Total Time,Bootstrap Time
1,90.0,1233.66,42.87
2,100.0,1184.16,43.98
3,100.0,1353.49,43.06
4,90.0,1132.77,43.29
5,90.0,1023.43,42.22
6,90.0,1054.02,42.66
7,90.0,1100.06,42.37
8,100.0,1154.13,44.47
9,100.0,1879.48,43.19
10,100.0,1870.94,43.87
