Query Number,Hit Percentage,Total Time,Bootstrap Time
1,100.0,1562.23,93.83
2,100.0,1518.1,93.53
3,100.0,1705.98,96.24
4,100.0,1420.32,93.34
5,100.0,1380.23,97.9
6,90.0,1354.01,93.2
7,100.0,1447.9,100.31
8,90.0,1535.94,102.23
9,90.0,2178.81,96.21
10,90.0,2506.85,102.58
