Query Number,Hit Percentage,Total Time,Bootstrap Time
1,90.0,45.68,5.57
2,100.0,51.78,6.72
3,100.0,43.91,5.52
4,100.0,39.09,4.84
5,100.0,39.11,4.94
6,80.0,46.87,5.95
7,100.0,44.54,5.51
8,100.0,66.26,8.22
9,100.0,49.68,5.67
10,100.0,47.72,5.69
