Query Number,Hit Percentage,Total Time,Bootstrap Time
1,90.0,397.41,10.93
2,90.0,366.3,10.83
3,100.0,365.23,10.8
4,100.0,367.34,10.69
5,90.0,370.88,10.46
6,100.0,362.77,10.45
7,100.0,398.4,11.44
8,100.0,348.39,10.15
9,100.0,367.31,11.45
10,90.0,417.47,11.17
