Query Number,Hit Percentage,Total Time,Bootstrap Time
1,100.0,640.83,6.47
2,90.0,602.76,6.16
3,100.0,640.66,6.26
4,90.0,718.41,6.39
5,100.0,612.46,5.99
6,100.0,604.35,5.97
7,90.0,612.67,6.2
8,100.0,607.76,6.18
9,60.0,735.3,6.16
10,90.0,736.68,6.26
