Query Number,Hit Percentage,Total Time,Bootstrap Time
1,100.0,2040.6,1042.52
2,90.0,1952.68,999.7
3,90.0,2055.96,1053.78
4,90.0,2166.14,1066.26
5,100.0,1956.52,1001.29
6,100.0,1952.87,998.39
7,90.0,1918.8,984.3
8,100.0,1930.79,993.67
9,100.0,2050.61,988.81
10,100.0,2050.05,984.75
