Query Number,Hit Percentage,Total Time,Bootstrap Time
1,100.0,345.32,0.98
2,90.0,329.66,0.97
3,100.0,327.83,1.06
4,100.0,332.7,0.93
5,100.0,338.92,0.96
6,90.0,328.99,0.98
7,90.0,329.05,0.96
8,90.0,330.77,0.94
9,100.0,329.13,0.97
10,100.0,344.78,0.98
