Query Number,Hit Percentage,Total Time,Bootstrap Time
1,90.0,349.0,4.48
2,100.0,332.88,4.31
3,90.0,330.4,4.27
4,80.0,339.54,4.58
5,100.0,366.63,5.23
6,100.0,330.89,4.28
7,100.0,383.32,5.31
8,100.0,322.16,4.45
9,100.0,305.16,4.14
10,100.0,317.9,4.04
