Query Number,Hit Percentage,Total Time,Bootstrap Time
1,100.0,680.03,64.05
2,100.0,728.54,68.93
3,100.0,694.68,62.12
4,60.0,765.2,63.98
5,100.0,664.78,63.6
6,100.0,680.7,66.38
7,100.0,662.59,64.07
8,100.0,679.48,64.66
9,90.0,790.15,63.67
10,100.0,809.7,64.2
