Query Number,Hit Percentage,Total Time,Bootstrap Time
1,90.0,822.04,44.16
2,100.0,797.04,43.22
3,90.0,878.08,45.46
4,100.0,1115.11,57.72
5,90.0,1099.56,57.53
6,100.0,887.49,47.71
7,100.0,860.24,43.06
8,100.0,809.66,44.4
9,100.0,991.96,44.85
10,100.0,993.1,44.57
