Query Number,Hit Percentage,Total Time,Bootstrap Time
1,90.0,401.82,13.22
2,90.0,367.48,12.15
3,90.0,376.87,12.2
4,90.0,382.28,13.71
5,90.0,370.76,11.86
6,100.0,432.58,14.65
7,100.0,413.58,14.34
8,100.0,373.45,13.03
9,90.0,338.35,11.49
10,100.0,352.87,11.71
