Query Number,Hit Percentage,Total Time,Bootstrap Time
1,100.0,559.1,125.14
2,100.0,523.25,116.42
3,100.0,541.16,113.75
4,100.0,507.67,115.6
5,100.0,495.98,116.31
6,100.0,498.63,115.82
7,100.0,494.19,115.27
8,70.0,499.41,115.01
9,100.0,580.1,127.15
10,90.0,631.47,132.49
