Query Number,Hit Percentage,Total Time,Bootstrap Time
1,100.0,1625.87,65.18
2,90.0,1482.91,65.77
3,100.0,1893.77,66.81
4,90.0,1437.29,69.95
5,100.0,1239.92,68.62
6,100.0,1284.31,68.84
7,100.0,1159.4,68.82
8,100.0,1262.09,68.71
9,90.0,1921.21,69.18
10,100.0,2050.39,73.62
