Query Number,Hit Percentage,Total Time,Bootstrap Time
1,80.0,404.11,11.78
2,100.0,368.43,10.15
3,100.0,395.1,10.24
4,80.0,358.94,10.17
5,90.0,345.8,10.08
6,90.0,352.96,10.27
7,100.0,345.69,10.22
8,100.0,356.63,10.35
9,100.0,396.86,10.31
10,80.0,405.05,10.43
