Query Number,Hit Percentage,Total Time,Bootstrap Time
1,90.0,57.35,12.14
2,100.0,50.41,11.31
3,90.0,51.89,10.89
4,100.0,49.17,10.86
5,100.0,49.59,11.46
6,100.0,54.48,12.46
7,100.0,48.21,11.1
8,90.0,55.9,12.39
9,90.0,53.63,11.81
10,80.0,49.57,10.16
