Query Number,Hit Percentage,Total Time,Bootstrap Time
1,90.0,2313.29,472.9
2,100.0,2167.02,481.13
3,80.0,2459.61,463.05
4,100.0,1972.21,463.31
5,90.0,1804.16,465.19
6,80.0,1865.14,485.7
7,100.0,1726.92,460.09
8,100.0,1845.13,464.12
9,100.0,2535.06,474.79
10,100.0,2541.64,473.54
