Query Number,Hit Percentage,Total Time,Bootstrap Time
1,100.0,458.68,11.02
2,90.0,439.95,10.17
3,100.0,498.37,11.04
4,100.0,406.8,9.26
5,90.0,392.61,9.64
6,90.0,393.94,9.37
7,100.0,392.8,9.46
8,90.0,396.93,9.54
9,90.0,490.33,10.88
10,100.0,484.91,9.83
