Query Number,Hit Percentage,Total Time,Bootstrap Time
1,80.0,3062.67,973.5
2,100.0,2950.57,991.73
3,100.0,3268.37,978.83
4,100.0,2786.93,971.44
5,90.0,2591.07,975.5
6,100.0,2593.11,996.73
7,100.0,2498.41,987.52
8,100.0,2680.74,1006.39
9,100.0,3391.19,1012.08
10,90.0,3280.23,981.4
