Query Number,Hit Percentage,Total Time,Bootstrap Time
1,100.0,358.65,9.68
2,90.0,349.44,9.78
3,100.0,376.02,9.93
4,100.0,343.71,9.97
5,90.0,333.17,10.02
6,100.0,345.34,10.4
7,90.0,336.03,9.86
8,100.0,335.98,9.66
9,100.0,370.97,9.64
10,100.0,375.18,9.76
