Query Number,Hit Percentage,Total Time,Bootstrap Time
1,100.0,1894.85,90.49
2,100.0,1738.8,90.86
3,90.0,2038.51,91.62
4,80.0,1669.23,92.84
5,90.0,1501.52,91.27
6,100.0,1549.61,90.98
7,100.0,1496.64,92.81
8,90.0,1537.82,93.17
9,100.0,2098.33,90.73
10,100.0,2137.05,91.0
