Query Number,Hit Percentage,Total Time,Bootstrap Time
1,90.0,1599.99,65.51
2,100.0,1502.73,70.38
3,100.0,1745.94,62.83
4,90.0,1269.97,63.09
5,90.0,1261.64,69.2
6,100.0,1146.09,64.05
7,100.0,1088.18,63.79
8,90.0,1162.57,65.01
9,100.0,1785.09,64.95
10,100.0,2014.6,70.27
