Query Number,Hit Percentage,Total Time,Bootstrap Time
1,90.0,1473.2,6.25
2,90.0,1346.17,6.51
3,100.0,1698.42,6.69
4,80.0,1255.44,6.42
5,100.0,1147.48,6.44
6,90.0,1154.94,6.5
7,90.0,1000.63,6.37
8,100.0,1094.2,6.28
9,80.0,1717.48,6.46
10,90.0,1747.43,6.34
