Query Number,Hit Percentage,Total Time,Bootstrap Time
1,80.0,1818.43,44.1
2,90.0,1549.17,43.04
3,100.0,1824.49,43.88
4,80.0,1417.54,43.38
5,100.0,1303.83,43.55
6,100.0,1386.67,46.15
7,100.0,1265.81,45.95
8,100.0,1302.62,42.35
9,100.0,1952.04,43.8
10,90.0,1971.13,43.61
