Query Number,Hit Percentage,Total Time,Bootstrap Time
1,100.0,2222.72,470.63
2,100.0,2028.05,465.44
3,100.0,2280.09,457.85
4,100.0,1903.75,458.54
5,90.0,1790.51,476.62
6,100.0,1832.79,464.44
7,90.0,1745.9,477.27
8,100.0,1771.74,455.15
9,100.0,2433.36,459.89
10,100.0,2408.27,472.03
