Query Number,Hit Percentage,Total Time,Bootstrap Time
1,90.0,445.27,10.4
2,100.0,420.03,9.91
3,100.0,444.02,10.0
4,90.0,408.09,10.16
5,100.0,396.53,10.04
6,80.0,400.0,9.98
7,100.0,433.96,10.55
8,100.0,404.14,9.98
9,100.0,458.83,10.85
10,80.0,478.92,11.13
