Query Number,Hit Percentage,Total Time,Bootstrap Time
1,90.0,2872.13,1008.52
2,100.0,2686.52,996.81
3,100.0,3012.49,990.71
4,100.0,2594.06,982.5
5,100.0,2358.61,956.68
6,100.0,2385.54,953.65
7,100.0,2301.95,953.42
8,100.0,2429.66,976.95
9,100.0,3020.72,975.28
10,100.0,3026.88,984.29
