Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,Total_Time,Hit
0,1,27856078.0,27830700.0,38544.13,27755153.5,27906246.5,85.57,787.68,1
1,1,27856078.0,27819600.0,38522.68,27744095.54,27895104.46,86.21,1015.19,1
2,1,27856078.0,27845100.0,39013.1,27768634.32,27921565.68,86.93,933.81,1
3,1,27856078.0,27819000.0,38759.07,27743032.22,27894967.78,85.85,921.81,1
4,1,27856078.0,27857700.0,38197.52,27782832.86,27932567.14,86.07,911.32,1
5,1,27856078.0,27870800.0,38361.89,27795610.7,27945989.3,86.02,907.13,1
6,1,27856078.0,27874600.0,37823.41,27800466.12,27948733.88,85.87,913.52,1
7,1,27856078.0,27823100.0,38721.47,27747205.92,27898994.08,86.1,918.81,1
8,1,27856078.0,27850600.0,37226.2,27777636.65,27923563.35,85.72,887.42,1
9,1,27856078.0,27811900.0,38926.86,27735603.35,27888196.65,86.18,947.28,1
0,2,19280625.0,19247200.0,36022.96,19176594.99,19317805.01,86.45,902.77,1
1,2,19280625.0,19220700.0,36080.13,19149982.95,19291417.05,85.83,896.33,1
2,2,19280625.0,19268900.0,36094.82,19198154.15,19339645.85,86.04,921.05,1
3,2,19280625.0,19274900.0,36767.97,19202834.79,19346965.21,85.69,908.82,1
4,2,19280625.0,19362600.0,35536.71,19292948.05,19432251.95,86.45,883.29,0
5,2,19280625.0,19275500.0,36325.81,19204301.4,19346698.6,86.01,945.67,1
6,2,19280625.0,19278700.0,36343.51,19207466.72,19349933.28,85.68,904.04,1
7,2,19280625.0,19247900.0,35153.09,19178999.94,19316800.06,86.33,891.53,1
8,2,19280625.0,19283500.0,36483.46,19211992.43,19355007.57,85.99,933.44,1
9,2,19280625.0,19324800.0,35827.47,19254578.16,19395021.84,85.54,913.69,1
0,3,21809885.0,21790500.0,37817.93,21716376.85,21864623.15,85.61,853.27,1
1,3,21809885.0,21780700.0,38444.6,21705348.58,21856051.42,85.6,931.02,1
2,3,21809885.0,21770000.0,36157.37,21699131.56,21840868.44,85.87,955.02,1
3,3,21809885.0,21856500.0,37260.6,21783469.22,21929530.78,85.82,945.71,1
4,3,21809885.0,21823200.0,37433.54,21749830.26,21896569.74,85.64,953.61,1
5,3,21809885.0,21839900.0,36584.27,21768194.83,21911605.17,85.44,938.16,1
6,3,21809885.0,21801300.0,37559.82,21727682.75,21874917.25,85.59,951.07,1
7,3,21809885.0,21810300.0,36755.86,21738258.52,21882341.48,85.83,935.83,1
8,3,21809885.0,21866100.0,36812.2,21793948.09,21938251.91,87.13,952.41,1
9,3,21809885.0,21802900.0,37345.61,21729702.6,21876097.4,85.51,940.28,1
0,4,43877172.0,43915900.0,34733.05,43847823.21,43983976.79,85.6,966.53,1
1,4,43877172.0,43827300.0,34983.46,43758732.42,43895867.58,86.65,949.84,1
2,4,43877172.0,43928300.0,33764.66,43862121.26,43994478.74,86.29,966.48,1
3,4,43877172.0,43864700.0,34485.37,43797108.68,43932291.32,85.45,953.04,1
4,4,43877172.0,43841000.0,34459.09,43773460.18,43908539.82,85.63,968.08,1
5,4,43877172.0,43895200.0,33862.22,43828830.05,43961569.95,85.92,951.05,1
6,4,43877172.0,43900900.0,35131.63,43832042.01,43969757.99,85.6,968.66,1
7,4,43877172.0,43871200.0,34521.33,43803538.18,43938861.82,85.63,951.79,1
8,4,43877172.0,43896900.0,35743.65,43826842.44,43966957.56,85.47,969.0,1
9,4,43877172.0,43900400.0,34553.18,43832675.76,43968124.24,85.75,952.54,1
0,5,16357096.0,16454400.0,33900.82,16387954.38,16520845.62,85.8,954.87,0
1,5,16357096.0,16364800.0,34770.07,16296650.66,16432949.34,85.88,939.07,1
2,5,16357096.0,16327100.0,33970.94,16260516.95,16393683.05,85.95,957.27,1
3,5,16357096.0,16360500.0,35134.13,16291637.1,16429362.9,86.59,940.72,1
4,5,16357096.0,16354900.0,34618.93,16287046.89,16422753.11,85.86,957.02,1
5,5,16357096.0,16363000.0,34664.6,16295057.39,16430942.61,85.78,935.76,1
6,5,16357096.0,16352200.0,33805.76,16285940.72,16418459.28,85.57,960.81,1
7,5,16357096.0,16344700.0,34100.51,16277863.0,16411537.0,85.55,940.0,1
8,5,16357096.0,16414000.0,34988.92,16345421.73,16482578.27,85.74,961.95,1
