Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,Total_Time,Hit
0,1,278356.0,281000.0,5963.3,269311.93,292688.07,0.06,5.88,1
1,1,278356.0,283600.0,5576.52,272670.01,294529.99,0.06,4.77,1
2,1,278356.0,275400.0,5468.99,264680.78,286119.22,0.05,4.07,1
3,1,278356.0,273000.0,5517.74,262185.23,283814.77,0.09,5.45,1
4,1,278356.0,282000.0,5807.15,270617.98,293382.02,0.08,6.99,1
5,1,278356.0,280000.0,5502.66,269214.78,290785.22,0.05,5.48,1
6,1,278356.0,274200.0,5426.29,263564.48,284835.52,0.05,4.63,1
7,1,278356.0,276600.0,5889.36,265056.85,288143.15,0.05,4.86,1
8,1,278356.0,273400.0,5608.1,262408.12,284391.88,0.05,3.79,1
9,1,278356.0,270800.0,5730.14,259568.92,282031.08,0.06,5.23,1
0,2,218426.0,210600.0,5343.74,200126.27,221073.73,0.06,4.6,1
1,2,218426.0,213400.0,5460.09,202698.23,224101.77,0.05,3.94,1
2,2,218426.0,222000.0,5343.74,211526.26,232473.74,0.04,4.08,1
3,2,218426.0,221000.0,5637.12,209951.24,232048.76,0.05,3.78,1
4,2,218426.0,217400.0,5177.03,207253.03,227546.97,0.06,4.05,1
5,2,218426.0,218400.0,5173.73,208259.48,228540.52,0.05,3.65,1
6,2,218426.0,220200.0,5307.65,209797.01,230602.99,0.05,3.81,1
7,2,218426.0,221400.0,5518.19,210584.34,232215.66,0.06,4.57,1
8,2,218426.0,218800.0,5800.57,207430.89,230169.11,0.05,5.03,1
9,2,218426.0,229400.0,5411.91,218792.65,240007.35,0.07,3.89,0
0,3,429156.0,425200.0,5040.27,415321.06,435078.94,0.05,3.99,1
1,3,429156.0,437200.0,4900.12,427595.77,446804.23,0.05,4.44,1
2,3,429156.0,429600.0,5446.46,418924.94,440275.06,0.05,3.81,1
3,3,429156.0,431000.0,4842.5,421508.71,440491.29,0.05,4.26,1
4,3,429156.0,426600.0,4874.86,417045.28,436154.72,0.05,4.29,1
5,3,429156.0,430400.0,4630.63,421323.96,439476.04,0.05,4.01,1
6,3,429156.0,427400.0,4827.65,417937.8,436862.2,0.05,4.1,1
7,3,429156.0,429000.0,5064.33,419073.91,438926.09,0.05,4.01,1
8,3,429156.0,428200.0,4716.33,418955.99,437444.01,0.06,3.95,1
9,3,429156.0,429200.0,4849.52,419694.95,438705.05,0.05,3.95,1
0,4,163131.0,163000.0,4810.56,153571.3,172428.7,0.06,4.42,1
1,4,163131.0,162200.0,5123.71,152157.53,172242.47,0.06,4.95,1
2,4,163131.0,170800.0,4898.58,161198.78,180401.22,0.05,5.07,1
3,4,163131.0,165400.0,5102.56,155398.99,175401.01,0.05,4.08,1
4,4,163131.0,163800.0,4927.66,154141.78,173458.22,0.04,3.58,1
5,4,163131.0,160200.0,4650.78,151084.47,169315.53,0.05,3.66,1
6,4,163131.0,163200.0,5006.12,153388.0,173012.0,0.05,3.85,1
7,4,163131.0,162600.0,5051.53,152699.0,172501.0,0.05,4.93,1
8,4,163131.0,157800.0,5128.01,147749.1,167850.9,0.05,3.81,1
9,4,163131.0,160200.0,4512.2,151356.08,169043.92,0.05,4.07,1
0,5,107671.0,110200.0,4183.51,102000.32,118399.68,0.06,3.88,1
1,5,107671.0,106600.0,4405.78,97964.68,115235.32,0.05,3.55,1
2,5,107671.0,101400.0,4009.54,93541.3,109258.7,0.04,3.64,1
3,5,107671.0,114000.0,4144.15,105877.47,122122.53,0.05,4.49,1
4,5,107671.0,107800.0,4001.5,99957.05,115642.95,0.05,3.7,1
5,5,107671.0,100000.0,4082.24,91998.8,108001.2,0.04,3.76,1
6,5,107671.0,113800.0,3845.03,106263.74,121336.26,0.06,3.85,1
7,5,107671.0,105800.0,4041.36,97878.93,113721.07,0.05,4.65,1
8,5,107671.0,106000.0,4105.96,97952.31,114047.69,0.05,3.54,1
9,5,107671.0,108600.0,4107.11,100550.06,116649.94,0.06,4.39,1
0,6,126798.0,135800.0,4618.05,126748.62,144851.38,0.08,4.46,1
1,6,126798.0,131000.0,4534.05,122113.26,139886.74,0.05,4.47,1
2,6,126798.0,136600.0,4189.8,128388.0,144812.0,0.04,4.3,0
3,6,126798.0,126600.0,4782.53,117226.24,135973.76,0.09,4.78,1
4,6,126798.0,125600.0,4555.54,116671.13,134528.87,0.05,4.52,1
5,6,126798.0,127800.0,4814.61,118363.37,137236.63,0.07,4.58,1
6,6,126798.0,124800.0,4308.52,116355.29,133244.71,0.05,4.04,1
7,6,126798.0,124400.0,4671.45,115243.97,133556.03,0.05,3.94,1
8,6,126798.0,122200.0,4519.33,113342.1,131057.9,0.05,5.3,1
9,6,126798.0,127600.0,4480.44,118818.35,136381.65,0.05,5.63,1
0,7,104695.0,108000.0,4271.34,99628.18,116371.82,0.05,4.06,1
1,7,104695.0,102000.0,4273.75,93623.45,110376.55,0.05,4.95,1
2,7,104695.0,103600.0,4427.59,94921.92,112278.08,0.08,4.66,1
3,7,104695.0,115600.0,4413.91,106948.74,124251.26,0.05,3.85,0
4,7,104695.0,108000.0,4190.26,99787.08,116212.92,0.05,3.63,1
5,7,104695.0,102400.0,4021.34,94518.18,110281.82,0.06,3.59,1
6,7,104695.0,105600.0,4120.74,97523.35,113676.65,0.05,3.56,1
7,7,104695.0,107600.0,3936.92,99883.63,115316.37,0.04,3.57,1
8,7,104695.0,104800.0,4119.81,96725.17,112874.83,0.05,5.72,1
9,7,104695.0,105400.0,4270.58,97029.66,113770.34,0.06,3.97,1
0,8,198159.0,193000.0,4766.68,183657.31,202342.69,0.05,5.48,1
1,8,198159.0,185600.0,4829.99,176133.23,195066.77,0.09,4.52,0
2,8,198159.0,202000.0,5642.57,190940.56,213059.44,0.07,5.19,1
3,8,198159.0,201200.0,5289.79,190832.01,211567.99,0.09,5.49,1
4,8,198159.0,192200.0,5582.86,181257.59,203142.41,0.05,6.55,1
5,8,198159.0,202000.0,5280.31,191650.59,212349.41,0.07,3.83,1
6,8,198159.0,204600.0,5388.32,194038.89,215161.11,0.06,5.92,1
7,8,198159.0,192400.0,4549.09,183483.79,201316.21,0.06,5.76,1
8,8,198159.0,197400.0,5297.13,187017.62,207782.38,0.06,5.15,1
9,8,198159.0,196200.0,5239.43,185930.72,206469.28,0.07,5.4,1
0,9,165477.0,167600.0,4737.97,158313.59,176886.41,0.07,4.24,1
1,9,165477.0,167000.0,4936.86,157323.76,176676.24,0.04,5.05,1
2,9,165477.0,163600.0,4797.24,154197.41,173002.59,0.05,4.32,1
3,9,165477.0,163800.0,5304.93,153402.35,174197.65,0.05,4.04,1
4,9,165477.0,171000.0,4835.49,161522.43,180477.57,0.06,4.85,1
5,9,165477.0,168200.0,4745.06,158899.68,177500.32,0.05,5.32,1
6,9,165477.0,161200.0,4611.59,152161.28,170238.72,0.05,4.38,1
7,9,165477.0,169400.0,4530.46,160520.29,178279.71,0.05,5.29,1
8,9,165477.0,161400.0,4686.08,152215.28,170584.72,0.07,5.88,1
9,9,165477.0,166200.0,4810.0,156772.4,175627.6,0.05,4.63,1
0,10,268102.0,269200.0,5262.9,258884.72,279515.28,0.05,4.17,1
1,10,268102.0,259800.0,5799.53,248432.92,271167.08,0.05,4.29,1
2,10,268102.0,261600.0,5376.1,251062.85,272137.15,0.05,4.44,1
3,10,268102.0,279800.0,5039.31,269922.96,289677.04,0.05,4.17,0
4,10,268102.0,268000.0,5302.1,257607.88,278392.12,0.05,4.64,1
5,10,268102.0,269000.0,5344.28,258525.2,279474.8,0.07,4.06,1
6,10,268102.0,269800.0,5669.72,258687.34,280912.66,0.07,4.29,1
7,10,268102.0,262400.0,5225.65,252157.72,272642.28,0.08,5.25,1
8,10,268102.0,269800.0,5573.11,258876.71,280723.29,0.05,4.87,1
9,10,268102.0,272800.0,5453.02,262112.07,283487.93,0.05,4.32,1
