Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,Total_Time,Hit
0,1,2785246.0,2805600.0,17351.86,2771590.36,2839609.64,5.31,37.34,1
1,1,2785246.0,2790600.0,17233.55,2756822.24,2824377.76,5.23,36.98,1
2,1,2785246.0,2776400.0,17319.47,2742453.83,2810346.17,5.22,36.82,1
3,1,2785246.0,2800400.0,17074.79,2766933.4,2833866.6,5.26,37.21,1
4,1,2785246.0,2798400.0,17426.71,2764243.65,2832556.35,5.26,36.96,1
5,1,2785246.0,2801600.0,17364.99,2767564.62,2835635.38,5.25,37.19,1
6,1,2785246.0,2798800.0,17185.22,2765116.98,2832483.02,5.23,37.2,1
7,1,2785246.0,2778200.0,17246.76,2744396.34,2812003.66,5.27,37.48,1
8,1,2785246.0,2761000.0,17223.38,2727242.17,2794757.83,5.21,37.85,1
9,1,2785246.0,2779000.0,17220.09,2745248.63,2812751.37,5.23,37.6,1
0,2,2180873.0,2197400.0,17069.14,2163944.49,2230855.51,5.23,37.68,1
1,2,2180873.0,2191800.0,16997.77,2158484.38,2225115.62,5.24,37.26,1
2,2,2180873.0,2158800.0,16988.89,2125501.77,2192098.23,5.25,37.21,1
3,2,2180873.0,2199200.0,16791.94,2166287.79,2232112.21,5.19,37.42,1
4,2,2180873.0,2193000.0,17148.72,2159388.51,2226611.49,5.28,37.52,1
5,2,2180873.0,2214000.0,16938.68,2180800.19,2247199.81,5.2,37.36,1
6,2,2180873.0,2157200.0,16260.76,2125328.9,2189071.1,5.27,38.33,1
7,2,2180873.0,2180400.0,16725.09,2147618.83,2213181.17,5.21,37.46,1
8,2,2180873.0,2192600.0,16672.33,2159922.23,2225277.77,5.21,37.15,1
9,2,2180873.0,2178600.0,16626.3,2146012.45,2211187.55,5.21,37.31,1
0,3,4388299.0,4375400.0,15468.64,4345081.46,4405718.54,5.51,39.13,1
1,3,4388299.0,4393800.0,14961.51,4364475.44,4423124.56,5.2,39.44,1
2,3,4388299.0,4380000.0,15051.55,4350498.95,4409501.05,5.3,38.82,1
3,3,4388299.0,4346800.0,15387.62,4316640.27,4376959.73,5.51,39.55,0
4,3,4388299.0,4403200.0,15512.24,4372796.02,4433603.98,5.23,39.13,1
5,3,4388299.0,4415600.0,15207.33,4385793.63,4445406.37,5.2,38.38,1
6,3,4388299.0,4392400.0,15532.37,4361956.56,4422843.44,5.21,38.11,1
7,3,4388299.0,4391600.0,15085.2,4362033.02,4421166.98,5.19,38.76,1
8,3,4388299.0,4387600.0,15548.59,4357124.76,4418075.24,5.23,39.23,1
9,3,4388299.0,4403200.0,15322.82,4373167.28,4433232.72,5.22,38.52,1
0,4,1637487.0,1651800.0,15746.21,1620937.42,1682662.58,5.24,37.72,1
1,4,1637487.0,1637400.0,15309.77,1607392.85,1667407.15,5.49,37.2,1
2,4,1637487.0,1619000.0,15726.1,1588176.85,1649823.15,5.24,37.2,1
3,4,1637487.0,1639800.0,15098.35,1610207.23,1669392.77,4.87,38.08,1
4,4,1637487.0,1630000.0,15325.89,1599961.25,1660038.75,5.95,55.59,1
5,4,1637487.0,1631000.0,15498.12,1600623.68,1661376.32,5.59,42.71,1
