Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,Total_Time,Hit
0,1,2785246.0,2762100.0,12309.95,2737972.5,2786227.5,16.63,58.54,1
1,1,2785246.0,2782500.0,12422.12,2758152.65,2806847.35,14.16,60.55,1
2,1,2785246.0,2784900.0,12389.2,2760617.16,2809182.84,13.87,57.99,1
3,1,2785246.0,2780000.0,12029.24,2756422.69,2803577.31,13.05,53.65,1
4,1,2785246.0,2777300.0,12427.62,2752941.87,2801658.13,13.19,54.33,1
5,1,2785246.0,2764200.0,12370.5,2739953.82,2788446.18,13.83,55.03,1
6,1,2785246.0,2780300.0,11961.34,2756855.76,2803744.24,12.97,54.21,1
7,1,2785246.0,2796500.0,12476.33,2772046.38,2820953.62,13.39,54.44,1
8,1,2785246.0,2783500.0,11821.19,2760330.48,2806669.52,13.41,53.16,1
9,1,2785246.0,2787600.0,12156.82,2763772.63,2811427.37,14.99,61.8,1
0,2,2180873.0,2173400.0,11967.36,2149943.98,2196856.02,15.45,64.97,1
1,2,2180873.0,2188000.0,11713.52,2165041.5,2210958.5,14.52,79.96,1
2,2,2180873.0,2179000.0,11981.96,2155515.35,2202484.65,13.02,55.23,1
3,2,2180873.0,2179400.0,12068.0,2155746.72,2203053.28,13.28,54.87,1
4,2,2180873.0,2177300.0,11822.5,2154127.89,2200472.11,13.32,53.51,1
5,2,2180873.0,2162300.0,12018.64,2138743.46,2185856.54,13.62,54.74,1
6,2,2180873.0,2185000.0,11584.35,2162294.67,2207705.33,13.43,55.24,1
7,2,2180873.0,2173300.0,11920.15,2149936.5,2196663.5,12.97,53.24,1
8,2,2180873.0,2175300.0,11446.16,2152865.52,2197734.48,13.29,53.89,1
9,2,2180873.0,2170100.0,11620.83,2147323.18,2192876.82,12.79,53.59,1
0,3,4388299.0,4386100.0,10974.39,4364590.19,4407609.81,14.13,59.21,1
1,3,4388299.0,4384500.0,10599.87,4363724.25,4405275.75,14.69,65.55,1
2,3,4388299.0,4416100.0,10610.85,4395302.74,4436897.26,12.93,58.42,0
3,3,4388299.0,4394000.0,10960.77,4372516.88,4415483.12,13.18,55.35,1
4,3,4388299.0,4394700.0,10852.75,4373428.6,4415971.4,13.45,55.27,1
5,3,4388299.0,4367300.0,11026.59,4345687.88,4388912.12,13.05,55.51,1
6,3,4388299.0,4398200.0,10704.6,4377218.98,4419181.02,13.13,56.39,1
7,3,4388299.0,4375600.0,11104.7,4353834.78,4397365.22,13.05,54.92,1
8,3,4388299.0,4382700.0,10647.54,4361830.81,4403569.19,13.69,55.92,1
9,3,4388299.0,4381200.0,10665.21,4360296.19,4402103.81,13.45,55.84,1
