Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,Total_Time,Hit
0,1,278356.0,272200.0,5597.2,261229.48,283170.52,0.47,4.57,1
1,1,278356.0,279600.0,5492.49,268834.72,290365.28,0.69,5.85,1
2,1,278356.0,283800.0,5466.22,273086.21,294513.79,0.71,4.92,1
3,1,278356.0,291000.0,5474.41,280270.15,301729.85,0.54,4.44,0
4,1,278356.0,277400.0,5498.37,266623.19,288176.81,0.56,4.41,1
5,1,278356.0,277400.0,5644.88,266336.03,288463.97,0.54,4.24,1
6,1,278356.0,280400.0,5575.42,269472.17,291327.83,0.51,4.25,1
7,1,278356.0,269000.0,5329.9,258553.39,279446.61,0.54,4.38,1
8,1,278356.0,279800.0,5435.01,269147.37,290452.63,0.5,4.14,1
9,1,278356.0,270400.0,5444.53,259728.72,281071.28,0.51,4.48,1
0,2,218426.0,212200.0,5355.46,201703.3,222696.7,0.51,4.26,1
1,2,218426.0,223400.0,5278.67,213053.8,233746.2,0.52,4.31,1
2,2,218426.0,222200.0,5283.47,211844.4,232555.6,0.5,4.12,1
3,2,218426.0,217000.0,5427.85,206361.42,227638.58,0.51,4.21,1
4,2,218426.0,222800.0,5246.1,212517.63,233082.37,0.53,4.21,1
5,2,218426.0,221400.0,5351.31,210911.44,231888.56,0.71,5.96,1
6,2,218426.0,218600.0,5104.22,208595.73,228604.27,0.76,5.34,1
7,2,218426.0,219400.0,5292.18,209027.32,229772.68,1.17,6.03,1
8,2,218426.0,224000.0,5248.11,213713.71,234286.29,1.02,7.02,1
9,2,218426.0,215400.0,5232.48,205144.34,225655.66,0.49,6.32,1
0,3,429156.0,437000.0,4828.64,427535.87,446464.13,0.53,4.18,1
1,3,429156.0,429800.0,4888.19,420219.15,439380.85,0.76,5.65,1
2,3,429156.0,427000.0,4815.15,417562.3,436437.7,0.55,4.65,1
3,3,429156.0,434000.0,4988.99,424221.59,443778.41,0.45,4.1,1
4,3,429156.0,426200.0,4982.61,416434.08,435965.92,0.73,4.34,1
5,3,429156.0,435200.0,4807.81,425776.7,444623.3,0.5,4.24,1
6,3,429156.0,431000.0,4916.55,421363.56,440636.44,0.6,4.39,1
7,3,429156.0,431200.0,4793.91,421803.94,440596.06,0.47,4.25,1
8,3,429156.0,433200.0,4967.82,423463.08,442936.92,0.46,4.12,1
