Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,Total_Time,Hit
0,1,27856078.0,27834800.0,39020.38,27758320.06,27911279.94,99.53,251.67,1
1,1,27856078.0,27877600.0,38677.71,27801791.69,27953408.31,100.72,247.79,1
2,1,27856078.0,27830100.0,38894.84,27753866.11,27906333.89,101.56,254.73,1
3,1,27856078.0,27881900.0,38893.54,27805668.66,27958131.34,100.12,251.08,1
4,1,27856078.0,27882400.0,38702.53,27806543.05,27958256.95,102.07,253.66,1
5,1,27856078.0,27816500.0,38434.91,27741167.58,27891832.42,103.86,257.21,1
6,1,27856078.0,27854000.0,38032.39,27779456.52,27928543.48,101.12,255.67,1
7,1,27856078.0,27750200.0,38581.17,27674580.9,27825819.1,102.71,254.12,0
8,1,27856078.0,27877600.0,37888.51,27803338.52,27951861.48,102.09,254.71,1
9,1,27856078.0,27848800.0,38072.64,27774177.62,27923422.38,100.7,253.45,1
0,2,21809885.0,21817100.0,36720.46,21745127.91,21889072.09,103.76,251.6,1
1,2,21809885.0,21812500.0,38140.92,21737743.79,21887256.21,102.42,250.76,1
2,2,21809885.0,21762600.0,38417.51,21687301.69,21837898.31,101.12,250.21,1
3,2,21809885.0,21863700.0,38571.63,21788099.61,21939300.39,103.26,250.34,1
4,2,21809885.0,21848900.0,37413.54,21775569.47,21922230.53,103.71,253.66,1
5,2,21809885.0,21835800.0,36764.26,21763742.04,21907857.96,103.19,253.22,1
6,2,21809885.0,21807800.0,36769.85,21735731.1,21879868.9,104.1,253.03,1
7,2,21809885.0,21856700.0,37141.03,21783903.58,21929496.42,104.65,254.2,1
8,2,21809885.0,21828300.0,37015.58,21755749.46,21900850.54,103.15,256.0,1
9,2,21809885.0,21863000.0,36947.51,21790582.87,21935417.13,103.97,255.0,1
0,3,43877172.0,43907900.0,33466.1,43842306.44,43973493.56,118.22,289.41,1
1,3,43877172.0,43835100.0,33913.92,43768628.72,43901571.28,102.93,268.93,1
2,3,43877172.0,43927200.0,34793.41,43859004.91,43995395.09,104.65,273.73,1
3,3,43877172.0,43811500.0,34773.69,43743343.57,43879656.43,105.62,276.12,1
4,3,43877172.0,43846200.0,34336.98,43778899.52,43913500.48,104.97,272.1,1
5,3,43877172.0,43856300.0,34862.99,43787968.55,43924631.45,103.83,278.18,1
6,3,43877172.0,43916000.0,34346.61,43848680.64,43983319.36,104.35,276.84,1
7,3,43877172.0,43862200.0,34032.3,43795496.7,43928903.3,105.19,276.21,1
8,3,43877172.0,43819300.0,34255.28,43752159.64,43886440.36,104.26,277.06,1
9,3,43877172.0,43837600.0,34037.69,43770886.12,43904313.88,103.69,274.26,1
0,4,16357096.0,16350600.0,33867.7,16284219.31,16416980.69,104.28,247.94,1
1,4,16357096.0,16355500.0,34676.11,16287534.83,16423465.17,106.06,249.54,1
2,4,16357096.0,16327200.0,34043.48,16260474.78,16393925.22,113.8,256.28,1
3,4,16357096.0,16440500.0,34678.36,16372530.4,16508469.6,106.24,249.56,0
4,4,16357096.0,16293100.0,34548.43,16225385.08,16360814.92,106.14,250.14,1
5,4,16357096.0,16419000.0,34376.91,16351621.26,16486378.74,104.64,244.22,1
6,4,16357096.0,16374700.0,33803.75,16308444.65,16440955.35,104.13,248.81,1
7,4,16357096.0,16375100.0,34545.85,16307390.14,16442809.86,105.39,245.26,1
8,4,16357096.0,16420200.0,34356.45,16352861.36,16487538.64,104.86,247.15,1
9,4,16357096.0,16357900.0,34829.99,16289633.22,16426166.78,103.96,246.92,1
0,5,10792922.0,10806400.0,29941.82,10747714.03,10865085.97,105.21,239.97,1
1,5,10792922.0,10809800.0,29367.92,10752238.88,10867361.12,104.05,235.3,1
2,5,10792922.0,10841500.0,29169.09,10784328.58,10898671.42,105.67,238.41,1
3,5,10792922.0,10825500.0,30056.41,10766589.43,10884410.57,104.56,241.4,1
4,5,10792922.0,10733900.0,29963.25,10675172.03,10792627.97,103.31,238.33,0
5,5,10792922.0,10814900.0,30504.51,10755111.16,10874688.84,105.69,239.73,1
6,5,10792922.0,10744900.0,29189.15,10687689.26,10802110.74,104.67,241.59,1
7,5,10792922.0,10776200.0,28988.6,10719382.34,10833017.66,104.68,241.85,1
8,5,10792922.0,10789400.0,29865.69,10730863.25,10847936.75,105.2,243.64,1
9,5,10792922.0,10797200.0,28910.17,10740536.07,10853863.93,104.1,236.05,1
0,6,11893287.0,11887300.0,31363.15,11825828.22,11948771.78,124.19,277.29,1
1,6,11893287.0,11910200.0,30779.27,11849872.63,11970527.37,106.05,247.23,1
2,6,11893287.0,11940400.0,31565.54,11878531.55,12002268.45,103.36,239.47,1
3,6,11893287.0,11928900.0,31058.73,11868024.89,11989775.11,103.96,241.73,1
4,6,11893287.0,11897300.0,30971.91,11836595.05,11958004.95,105.16,243.31,1
5,6,11893287.0,11919200.0,30017.25,11860366.18,11978033.82,104.75,243.71,1
6,6,11893287.0,11893800.0,30709.06,11833610.25,11953989.75,104.68,244.72,1
7,6,11893287.0,11916100.0,31226.26,11854896.52,11977303.48,104.87,242.54,1
8,6,11893287.0,11900700.0,30447.77,11841022.38,11960377.62,103.6,243.35,1
9,6,11893287.0,11938500.0,31537.76,11876685.99,12000314.01,104.39,244.02,1
0,7,9358372.0,9320900.0,28094.43,9265834.92,9375965.08,104.48,239.63,1
1,7,9358372.0,9337700.0,28134.05,9282557.25,9392842.75,103.5,242.35,1
2,7,9358372.0,9358600.0,28181.87,9303363.53,9413836.47,104.92,244.93,1
3,7,9358372.0,9382600.0,28103.29,9327517.55,9437682.45,105.64,246.94,1
