Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,Total_Time,Hit
0,1,278356.0,301000.0,12024.05,277432.86,324567.14,0.1,3.45,1
1,1,278356.0,256000.0,12144.46,232196.85,279803.15,0.1,3.33,1
2,1,278356.0,278000.0,12401.78,253692.52,302307.48,0.1,3.18,1
3,1,278356.0,266000.0,12053.72,242374.71,289625.29,0.11,3.22,1
4,1,278356.0,270000.0,12168.92,246148.92,293851.08,0.11,3.74,1
5,1,278356.0,283000.0,12588.98,258325.6,307674.4,0.1,4.84,1
6,1,278356.0,264000.0,12138.4,240208.74,287791.26,0.11,4.08,1
7,1,278356.0,293000.0,12070.64,269341.54,316658.46,0.1,3.58,1
8,1,278356.0,272000.0,12638.4,247228.73,296771.27,0.12,3.73,1
9,1,278356.0,280000.0,11958.65,256561.04,303438.96,0.1,3.44,1
0,2,218426.0,240000.0,12151.25,216183.56,263816.44,0.1,3.49,1
1,2,218426.0,226000.0,11897.75,202680.41,249319.59,0.11,3.48,1
2,2,218426.0,225000.0,11742.87,201983.97,248016.03,0.18,6.22,1
3,2,218426.0,221000.0,11789.77,197892.04,244107.96,0.1,4.03,1
4,2,218426.0,209000.0,11912.08,185652.32,232347.68,0.1,3.33,1
5,2,218426.0,213000.0,11799.22,189873.54,236126.46,0.12,3.57,1
6,2,218426.0,201000.0,11610.0,178244.4,223755.6,0.11,3.49,1
7,2,218426.0,205000.0,11423.04,182610.84,227389.16,0.1,3.36,1
8,2,218426.0,201000.0,11508.13,178444.06,223555.94,0.1,3.36,1
9,2,218426.0,214000.0,11563.68,191335.18,236664.82,0.1,3.36,1
0,3,429156.0,423000.0,10988.06,401463.41,444536.59,0.11,3.95,1
1,3,429156.0,436000.0,10991.25,414457.16,457542.84,0.11,3.54,1
2,3,429156.0,458000.0,10091.82,438220.04,477779.96,0.1,3.47,0
3,3,429156.0,413000.0,11336.67,390780.14,435219.86,0.1,3.62,1
4,3,429156.0,444000.0,10833.29,422766.75,465233.25,0.11,3.55,1
5,3,429156.0,406000.0,11308.06,383836.21,428163.79,0.13,3.67,0
6,3,429156.0,406000.0,11661.5,383143.47,428856.53,0.1,3.6,0
7,3,429156.0,437000.0,10760.93,415908.59,458091.41,0.1,3.56,1
8,3,429156.0,429000.0,11235.07,406979.27,451020.73,0.1,3.5,1
9,3,429156.0,434000.0,10840.19,412753.23,455246.77,0.11,3.51,1
0,4,163131.0,157000.0,10800.03,135831.95,178168.05,0.1,3.31,1
1,4,163131.0,172000.0,11057.02,150328.24,193671.76,0.1,3.27,1
2,4,163131.0,160000.0,10858.44,138717.45,181282.55,0.1,3.27,1
3,4,163131.0,165000.0,11094.73,143254.33,186745.67,0.1,3.51,1
4,4,163131.0,150000.0,10573.79,129275.37,170724.63,0.1,3.28,1
5,4,163131.0,159000.0,10787.47,137856.57,180143.43,0.11,3.28,1
6,4,163131.0,166000.0,11034.47,144372.44,187627.56,0.1,3.34,1
7,4,163131.0,154000.0,10722.38,132984.13,175015.87,0.11,3.36,1
8,4,163131.0,155000.0,10819.02,133794.73,176205.27,0.1,3.62,1
9,4,163131.0,173000.0,10963.12,151512.28,194487.72,0.1,3.49,1
0,5,107671.0,111000.0,9391.48,92592.69,129407.31,0.1,3.55,1
1,5,107671.0,107000.0,9261.06,88848.32,125151.68,0.13,4.08,1
2,5,107671.0,129000.0,10204.74,108998.71,149001.29,0.1,3.82,0
3,5,107671.0,116000.0,9564.46,97253.66,134746.34,0.1,3.73,1
4,5,107671.0,103000.0,9237.22,84895.06,121104.94,0.1,3.81,1
5,5,107671.0,107000.0,9471.12,88436.6,125563.4,0.11,3.24,1
6,5,107671.0,113000.0,9891.27,93613.11,132386.89,0.11,3.29,1
7,5,107671.0,114000.0,10011.71,94377.06,133622.94,0.11,3.9,1
8,5,107671.0,99000.0,9320.32,80732.17,117267.83,0.11,3.59,1
9,5,107671.0,134000.0,10068.84,114265.08,153734.92,0.1,3.37,0
0,6,126798.0,129000.0,9984.31,109430.76,148569.24,0.11,3.33,1
1,6,126798.0,113000.0,9517.95,94344.82,131655.18,0.1,3.3,1
2,6,126798.0,143000.0,10741.43,121946.8,164053.2,0.1,4.09,1
3,6,126798.0,118000.0,9528.12,99324.89,136675.11,0.1,3.34,1
4,6,126798.0,112000.0,9719.32,92950.14,131049.86,0.15,3.67,1
5,6,126798.0,131000.0,10084.27,111234.84,150765.16,0.11,3.95,1
6,6,126798.0,148000.0,10468.29,127482.16,168517.84,0.11,3.41,0
7,6,126798.0,145000.0,10262.91,124884.69,165115.31,0.1,3.44,1
8,6,126798.0,130000.0,9928.43,110540.27,149459.73,0.1,3.44,1
9,6,126798.0,131000.0,10086.0,111231.44,150768.56,0.11,3.54,1
0,7,104695.0,94000.0,8648.99,77047.99,110952.01,0.1,3.49,1
1,7,104695.0,109000.0,9475.98,90427.07,127572.93,0.11,3.37,1
2,7,104695.0,96000.0,9060.26,78241.89,113758.11,0.1,3.36,1
3,7,104695.0,100000.0,9132.91,82099.5,117900.5,0.1,3.38,1
4,7,104695.0,117000.0,9761.4,97867.65,136132.35,0.11,3.41,1
5,7,104695.0,105000.0,9308.07,86756.19,123243.81,0.11,3.44,1
6,7,104695.0,105000.0,9404.86,86566.48,123433.52,0.11,3.36,1
7,7,104695.0,109000.0,9478.99,90421.18,127578.82,0.11,3.36,1
8,7,104695.0,92000.0,8666.44,75013.79,108986.21,0.11,3.7,1
9,7,104695.0,99000.0,8969.78,81419.24,116580.76,0.11,3.47,1
0,8,198159.0,200000.0,11284.63,177882.12,222117.88,0.1,3.47,1
1,8,198159.0,196000.0,11803.07,172865.98,219134.02,0.11,3.45,1
2,8,198159.0,188000.0,11407.67,165640.97,210359.03,0.11,3.46,1
3,8,198159.0,198000.0,11451.58,175554.9,220445.1,0.11,3.49,1
4,8,198159.0,207000.0,11518.08,184424.57,229575.43,0.1,3.77,1
5,8,198159.0,215000.0,11766.12,191938.4,238061.6,0.11,3.45,1
6,8,198159.0,205000.0,11493.02,182473.68,227526.32,0.1,3.56,1
7,8,198159.0,200000.0,11611.72,177241.03,222758.97,0.1,3.48,1
8,8,198159.0,183000.0,11273.01,160904.89,205095.11,0.11,3.47,1
9,8,198159.0,214000.0,11743.83,190982.1,237017.9,0.1,3.46,1
0,9,165477.0,173000.0,10960.83,151516.77,194483.23,0.1,3.95,1
1,9,165477.0,177000.0,11034.36,155372.65,198627.35,0.11,3.66,1
2,9,165477.0,164000.0,10754.35,142921.47,185078.53,0.11,3.97,1
3,9,165477.0,170000.0,10966.76,148505.15,191494.85,0.11,4.06,1
4,9,165477.0,173000.0,11286.07,150879.3,195120.7,0.13,4.7,1
5,9,165477.0,167000.0,11039.34,145362.89,188637.11,0.1,3.94,1
6,9,165477.0,162000.0,10662.82,141100.88,182899.12,0.11,3.95,1
7,9,165477.0,180000.0,11085.59,158272.25,201727.75,0.22,4.81,1
8,9,165477.0,148000.0,10404.66,127606.86,168393.14,0.11,5.69,1
9,9,165477.0,151000.0,10789.2,129853.17,172146.83,0.12,4.07,1
0,10,268102.0,264000.0,12025.97,240429.1,287570.9,0.14,4.05,1
1,10,268102.0,281000.0,12134.02,257217.33,304782.67,0.11,4.36,1
2,10,268102.0,273000.0,12305.92,248880.39,297119.61,0.12,4.46,1
3,10,268102.0,255000.0,11980.05,231519.11,278480.89,0.11,3.79,1
4,10,268102.0,279000.0,12435.63,254626.16,303373.84,0.11,4.25,1
5,10,268102.0,270000.0,12317.72,245857.26,294142.74,0.12,4.43,1
6,10,268102.0,259000.0,12019.19,235442.38,282557.62,0.12,4.01,1
7,10,268102.0,264000.0,12078.65,240325.85,287674.15,0.11,4.15,1
8,10,268102.0,236000.0,11757.47,212955.36,259044.64,0.16,4.03,0
9,10,268102.0,258000.0,11772.52,234925.86,281074.14,0.11,4.03,1
