Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,Total_Time,Hit
0,1,27856078.0,27869100.0,39150.19,27792365.63,27945834.37,96.65,304.68,1
1,1,27856078.0,27852000.0,37765.62,27777979.39,27926020.61,102.98,315.8,1
2,1,27856078.0,27903300.0,40212.03,27824484.43,27982115.57,96.19,295.66,1
3,1,27856078.0,27948900.0,39499.25,27871481.47,28026318.53,97.78,314.19,0
4,1,27856078.0,27939400.0,39179.15,27862608.87,28016191.13,93.95,294.84,0
5,1,27856078.0,27839800.0,38588.95,27764165.67,27915434.33,97.22,304.35,1
6,1,27856078.0,27863200.0,38480.32,27787778.57,27938621.43,95.28,289.9,1
7,1,27856078.0,27785200.0,37910.72,27710894.99,27859505.01,96.15,308.19,1
8,1,27856078.0,27794300.0,37913.97,27719988.62,27868611.38,96.55,316.8,1
9,1,27856078.0,27926500.0,39236.81,27849595.85,28003404.15,100.75,318.26,1
0,2,21809885.0,21763500.0,37954.43,21689109.32,21837890.68,102.21,300.12,1
1,2,21809885.0,21786500.0,37117.54,21713749.63,21859250.37,103.12,296.71,1
2,2,21809885.0,21762200.0,36435.26,21690786.9,21833613.1,94.93,316.69,1
3,2,21809885.0,21818200.0,37799.4,21744113.17,21892286.83,114.1,308.82,1
4,2,21809885.0,21806800.0,37191.46,21733904.74,21879695.26,95.66,282.29,1
5,2,21809885.0,21796400.0,36640.99,21724583.66,21868216.34,97.23,304.55,1
6,2,21809885.0,21832500.0,37050.22,21759881.58,21905118.42,95.66,282.23,1
7,2,21809885.0,21826500.0,38587.35,21750868.79,21902131.21,94.87,281.73,1
8,2,21809885.0,21741100.0,37174.97,21668237.06,21813962.94,98.33,293.19,1
9,2,21809885.0,21812900.0,38047.06,21738327.76,21887472.24,95.62,284.24,1
0,3,43877172.0,43885400.0,33267.56,43820195.58,43950604.42,105.37,336.06,1
1,3,43877172.0,43943100.0,34521.83,43875437.21,44010762.79,96.27,334.16,1
2,3,43877172.0,43836500.0,34445.16,43768987.48,43904012.52,97.1,324.96,1
3,3,43877172.0,43897400.0,34045.35,43830671.11,43964128.89,94.94,323.89,1
4,3,43877172.0,43921200.0,34091.25,43854381.15,43988018.85,96.48,318.06,1
5,3,43877172.0,43862000.0,34116.53,43795131.59,43928868.41,96.89,326.21,1
6,3,43877172.0,43890900.0,32891.83,43826432.01,43955367.99,96.73,326.76,1
7,3,43877172.0,43918600.0,33805.06,43852342.08,43984857.92,98.03,330.76,1
8,3,43877172.0,43861000.0,34139.29,43794087.0,43927913.0,98.84,321.21,1
9,3,43877172.0,43901800.0,34856.35,43833481.55,43970118.45,98.18,326.3,1
0,4,16357096.0,16415500.0,34736.44,16347416.57,16483583.43,96.81,277.32,1
1,4,16357096.0,16365900.0,34846.8,16297600.27,16434199.73,97.37,278.73,1
2,4,16357096.0,16401900.0,33694.65,16335858.49,16467941.51,95.68,274.1,1
3,4,16357096.0,16321200.0,34675.67,16253235.68,16389164.32,98.69,280.3,1
4,4,16357096.0,16360600.0,33979.09,16294000.98,16427199.02,96.41,278.7,1
5,4,16357096.0,16392400.0,35604.88,16322614.44,16462185.56,96.71,275.89,1
6,4,16357096.0,16376700.0,34259.77,16309550.84,16443849.16,97.5,290.9,1
7,4,16357096.0,16379300.0,33409.87,16313816.66,16444783.34,99.07,279.54,1
8,4,16357096.0,16342100.0,34135.88,16275193.68,16409006.32,96.69,279.85,1
9,4,16357096.0,16309500.0,33675.98,16243495.07,16375504.93,96.51,271.6,1
0,5,10792922.0,10745800.0,29530.5,10687920.21,10803679.79,96.45,254.51,1
