Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,Total_Time,Hit
0,1,27856078.0,27853600.0,38604.96,27777934.27,27929265.73,9.89,205.73,1
1,1,27856078.0,27880500.0,37272.44,27807446.02,27953553.98,10.94,308.04,1
2,1,27856078.0,27872400.0,38296.36,27797339.13,27947460.87,12.98,284.92,1
3,1,27856078.0,27822500.0,37848.66,27748316.64,27896683.36,12.56,296.04,1
4,1,27856078.0,27850700.0,35784.45,27780562.48,27920837.52,9.69,294.86,1
5,1,27856078.0,27854500.0,41217.2,27773714.28,27935285.72,9.87,228.44,1
6,1,27856078.0,27872200.0,42669.15,27788568.46,27955831.54,9.69,236.45,1
7,1,27856078.0,27846100.0,38407.91,27770820.49,27921379.51,9.6,228.93,1
8,1,27856078.0,27933200.0,39578.25,27855626.62,28010773.38,9.37,218.59,1
9,1,27856078.0,27884400.0,35610.82,27814602.8,27954197.2,9.41,220.05,1
0,2,21809885.0,21769900.0,36692.41,21697982.88,21841817.12,9.31,209.11,1
1,2,21809885.0,21805400.0,34679.1,21737428.97,21873371.03,9.31,204.05,1
2,2,21809885.0,21801800.0,37385.83,21728523.77,21875076.23,9.22,199.18,1
3,2,21809885.0,21773400.0,36813.71,21701245.12,21845554.88,9.54,198.6,1
4,2,21809885.0,21778400.0,35554.96,21708712.28,21848087.72,12.29,210.35,1
5,2,21809885.0,21812700.0,38888.93,21736477.7,21888922.3,9.35,204.43,1
6,2,21809885.0,21829100.0,37756.54,21755097.18,21903102.82,9.57,199.5,1
7,2,21809885.0,21839000.0,39599.59,21761384.79,21916615.21,9.49,200.51,1
8,2,21809885.0,21840700.0,36252.39,21769645.32,21911754.68,9.31,201.2,1
9,2,21809885.0,21911000.0,39168.46,21834229.82,21987770.18,9.15,205.34,0
0,3,43877172.0,43857500.0,33801.96,43791248.17,43923751.83,9.33,237.86,1
1,3,43877172.0,43855900.0,34613.86,43788056.83,43923743.17,9.38,236.43,1
2,3,43877172.0,43869700.0,33746.64,43803556.59,43935843.41,9.45,266.72,1
3,3,43877172.0,43863200.0,33648.07,43797249.79,43929150.21,9.16,246.41,1
4,3,43877172.0,43888600.0,34289.17,43821393.24,43955806.76,9.34,235.72,1
5,3,43877172.0,43843300.0,34553.17,43775575.79,43911024.21,9.67,248.21,1
6,3,43877172.0,43898200.0,33365.19,43832804.22,43963595.78,9.18,236.03,1
7,3,43877172.0,43878800.0,32780.18,43814550.85,43943049.15,9.6,256.91,1
8,3,43877172.0,43874700.0,37468.19,43801262.34,43948137.66,9.36,230.7,1
9,3,43877172.0,43838800.0,32193.15,43775701.44,43901898.56,9.58,230.09,1
0,4,16357096.0,16375400.0,36825.54,16303221.93,16447578.07,9.23,190.13,1
1,4,16357096.0,16380200.0,33126.58,16315271.9,16445128.1,9.41,190.07,1
2,4,16357096.0,16410600.0,36414.07,16339228.41,16481971.59,12.01,201.83,1
3,4,16357096.0,16360600.0,34357.47,16293259.36,16427940.64,9.59,192.2,1
4,4,16357096.0,16425700.0,33328.04,16360377.04,16491022.96,9.75,200.15,0
5,4,16357096.0,16390200.0,35185.43,16321236.56,16459163.44,9.1,175.11,1
6,4,16357096.0,16340900.0,36101.44,16270141.18,16411658.82,9.51,205.7,1
7,4,16357096.0,16370000.0,37873.83,16295767.3,16444232.7,9.26,191.88,1
8,4,16357096.0,16343300.0,35038.6,16274624.35,16411975.65,9.03,177.37,1
9,4,16357096.0,16363600.0,36165.56,16292715.49,16434484.51,9.4,190.99,1
0,5,10792922.0,10772700.0,31568.56,10710825.63,10834574.37,9.19,166.21,1
1,5,10792922.0,10774900.0,29014.49,10718031.59,10831768.41,9.67,166.04,1
2,5,10792922.0,10759100.0,28940.24,10702377.13,10815822.87,9.34,175.79,1
3,5,10792922.0,10744000.0,27366.84,10690360.99,10797639.01,9.52,204.82,1
4,5,10792922.0,10776700.0,29936.87,10718023.73,10835376.27,13.36,179.93,1
5,5,10792922.0,10796000.0,30474.98,10736269.03,10855730.97,9.42,193.6,1
6,5,10792922.0,10794500.0,28347.62,10738938.67,10850061.33,9.36,173.06,1
7,5,10792922.0,10890300.0,31944.98,10827687.83,10952912.17,9.1,157.16,0
8,5,10792922.0,10753300.0,30268.53,10693973.67,10812626.33,12.37,162.59,1
