Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,Total_Time,Hit
0,1,278356.0,273800.0,5682.22,262662.85,284937.15,0.05,3.6,1
1,1,278356.0,279000.0,5907.52,267421.27,290578.73,0.05,4.37,1
2,1,278356.0,282000.0,4991.78,272216.11,291783.89,0.07,4.85,1
3,1,278356.0,270600.0,5482.32,259854.65,281345.35,0.06,4.35,1
4,1,278356.0,279600.0,5784.2,268262.97,290937.03,0.05,3.97,1
5,1,278356.0,270400.0,5533.85,259553.65,281246.35,0.09,7.46,1
6,1,278356.0,278000.0,5154.11,267897.94,288102.06,0.05,4.72,1
7,1,278356.0,279600.0,5417.51,268981.69,290218.31,0.05,4.4,1
8,1,278356.0,286600.0,5408.16,276000.01,297199.99,0.08,5.24,1
9,1,278356.0,282000.0,6124.94,269995.12,294004.88,0.08,6.62,1
0,2,218426.0,216800.0,5266.64,206477.38,227122.62,0.06,4.88,1
1,2,218426.0,217200.0,5143.47,207118.79,227281.21,0.04,4.64,1
2,2,218426.0,211000.0,5173.4,200860.14,221139.86,0.05,3.85,1
3,2,218426.0,217000.0,5567.78,206087.15,227912.85,0.05,4.35,1
4,2,218426.0,214800.0,5150.71,204704.61,224895.39,0.04,3.56,1
5,2,218426.0,214600.0,5429.57,203958.05,225241.95,0.04,3.48,1
6,2,218426.0,224000.0,4988.88,214221.79,233778.21,0.05,3.68,1
7,2,218426.0,225000.0,5239.06,214731.43,235268.57,0.07,4.02,1
8,2,218426.0,221400.0,5237.04,211135.4,231664.6,0.04,3.91,1
9,2,218426.0,216600.0,5367.42,206079.87,227120.13,0.04,3.74,1
0,3,429156.0,432400.0,4786.4,423018.65,441781.35,0.05,4.6,1
1,3,429156.0,424200.0,4781.09,414829.07,433570.93,0.04,3.99,1
2,3,429156.0,425600.0,5187.59,415432.33,435767.67,0.05,4.01,1
3,3,429156.0,431400.0,4574.49,422433.99,440366.01,0.04,5.3,1
4,3,429156.0,425000.0,5328.79,414555.56,435444.44,0.05,4.62,1
5,3,429156.0,427600.0,4489.31,418800.95,436399.05,0.06,4.58,1
6,3,429156.0,424600.0,4991.08,414817.48,434382.52,0.05,4.59,1
7,3,429156.0,431600.0,4684.31,422418.74,440781.26,0.05,4.69,1
8,3,429156.0,427000.0,5218.82,416771.11,437228.89,0.05,4.35,1
9,3,429156.0,437400.0,5084.54,427434.31,447365.69,0.05,4.75,1
0,4,163131.0,164600.0,4999.93,154800.13,174399.87,0.04,3.96,1
1,4,163131.0,159200.0,4806.15,149779.94,168620.06,0.04,3.47,1
2,4,163131.0,166800.0,4898.67,157198.61,176401.39,0.06,4.16,1
3,4,163131.0,158800.0,5004.78,148990.62,168609.38,0.08,6.3,1
4,4,163131.0,158800.0,4580.98,149821.28,167778.72,0.07,11.04,1
5,4,163131.0,157800.0,5071.1,147860.64,167739.36,0.05,5.67,1
6,4,163131.0,163400.0,5263.39,153083.75,173716.25,0.09,5.55,1
7,4,163131.0,153600.0,4786.61,144218.25,162981.75,0.04,4.81,0
8,4,163131.0,156800.0,5029.5,146942.19,166657.81,0.05,4.23,1
9,4,163131.0,155600.0,5217.73,145373.25,165826.75,0.05,4.21,1
0,5,107671.0,109800.0,4038.5,101884.54,117715.46,0.05,4.77,1
1,5,107671.0,111600.0,4369.31,103036.15,120163.85,0.04,4.21,1
2,5,107671.0,113800.0,4236.3,105496.84,122103.16,0.05,3.75,1
3,5,107671.0,110400.0,4110.96,102342.52,118457.48,0.05,3.73,1
4,5,107671.0,113200.0,4478.15,104422.83,121977.17,0.05,4.19,1
5,5,107671.0,103800.0,3953.36,96051.41,111548.59,0.05,3.89,1
6,5,107671.0,107400.0,4286.87,98997.73,115802.27,0.05,4.5,1
7,5,107671.0,105400.0,4127.5,97310.11,113489.89,0.06,4.34,1
8,5,107671.0,109600.0,4158.51,101449.33,117750.67,0.05,3.76,1
9,5,107671.0,105200.0,4489.58,96400.43,113999.57,0.05,4.33,1
0,6,126798.0,128200.0,4823.14,118746.64,137653.36,0.04,3.83,1
1,6,126798.0,128600.0,4266.84,120237.0,136963.0,0.06,3.99,1
2,6,126798.0,123600.0,4102.97,115558.17,131641.83,0.07,4.02,1
3,6,126798.0,126000.0,4175.92,117815.19,134184.81,0.05,3.96,1
4,6,126798.0,121800.0,4513.94,112952.67,130647.33,0.05,3.66,1
5,6,126798.0,124600.0,4242.25,116285.19,132914.81,0.05,4.94,1
6,6,126798.0,130800.0,4226.24,122516.56,139083.44,0.05,3.56,1
7,6,126798.0,119400.0,4325.67,110921.68,127878.32,0.04,3.57,1
8,6,126798.0,132000.0,4255.5,123659.21,140340.79,0.05,3.96,1
9,6,126798.0,121800.0,4086.48,113790.5,129809.5,0.05,3.71,1
0,7,104695.0,96600.0,4143.34,88479.05,104720.95,0.05,3.68,1
1,7,104695.0,105000.0,4057.1,97048.09,112951.91,0.04,3.93,1
2,7,104695.0,106400.0,4295.9,97980.04,114819.96,0.11,4.0,1
3,7,104695.0,105400.0,4272.43,97026.03,113773.97,0.05,3.93,1
4,7,104695.0,104800.0,4193.93,96579.9,113020.1,0.05,3.92,1
5,7,104695.0,105000.0,3908.49,97339.36,112660.64,0.05,4.09,1
6,7,104695.0,98400.0,4220.78,90127.27,106672.73,0.06,3.93,1
7,7,104695.0,105200.0,4388.44,96598.66,113801.34,0.05,4.06,1
8,7,104695.0,104800.0,3923.85,97109.26,112490.74,0.04,3.83,1
9,7,104695.0,104600.0,3927.56,96901.98,112298.02,0.05,3.57,1
0,8,198159.0,197600.0,5139.09,187527.38,207672.62,0.07,6.39,1
