Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,Total_Time,Hit
0,1,278356.0,269000.0,12083.58,245316.18,292683.82,0.1,3.42,1
1,1,278356.0,278000.0,12043.05,254395.63,301604.37,0.11,3.41,1
2,1,278356.0,278000.0,12498.98,253502.01,302497.99,0.11,3.44,1
3,1,278356.0,254000.0,12557.68,229386.94,278613.06,0.14,3.47,1
4,1,278356.0,273000.0,11977.33,249524.44,296475.56,0.1,3.38,1
5,1,278356.0,294000.0,12341.29,269811.07,318188.93,0.11,3.31,1
6,1,278356.0,276000.0,12116.31,252252.03,299747.97,0.11,3.33,1
7,1,278356.0,295000.0,12220.22,271048.36,318951.64,0.1,4.04,1
8,1,278356.0,265000.0,12425.46,240646.1,289353.9,0.11,3.53,1
9,1,278356.0,267000.0,12383.91,242727.53,291272.47,0.11,3.56,1
0,2,218426.0,192000.0,11063.24,170316.05,213683.95,0.12,3.75,0
1,2,218426.0,207000.0,11669.38,184128.02,229871.98,0.1,3.75,1
2,2,218426.0,222000.0,11703.92,199060.32,244939.68,0.1,3.53,1
3,2,218426.0,207000.0,11736.94,183995.61,230004.39,0.12,3.63,1
4,2,218426.0,216000.0,11935.54,192606.35,239393.65,0.11,3.57,1
5,2,218426.0,235000.0,11918.11,211640.51,258359.49,0.11,3.54,1
6,2,218426.0,220000.0,11878.17,196718.79,243281.21,0.12,3.53,1
7,2,218426.0,211000.0,11987.1,187505.28,234494.72,0.1,3.56,1
8,2,218426.0,217000.0,11594.93,194273.94,239726.06,0.1,3.54,1
9,2,218426.0,228000.0,11750.87,204968.29,251031.71,0.11,3.48,1
0,3,429156.0,425000.0,10952.73,403532.64,446467.36,0.11,3.92,1
1,3,429156.0,414000.0,11322.19,391808.52,436191.48,0.1,3.58,1
2,3,429156.0,411000.0,11613.31,388237.9,433762.1,0.1,3.72,1
3,3,429156.0,437000.0,11230.34,414988.54,459011.46,0.12,3.82,1
4,3,429156.0,435000.0,11014.7,413411.19,456588.81,0.1,3.76,1
5,3,429156.0,407000.0,11343.46,384766.83,429233.17,0.11,3.79,1
6,3,429156.0,441000.0,10709.53,420009.33,461990.67,0.11,3.79,1
7,3,429156.0,437000.0,10636.03,416153.38,457846.62,0.14,3.81,1
8,3,429156.0,421000.0,11135.01,399175.39,442824.61,0.1,3.7,1
9,3,429156.0,433000.0,10866.19,411702.27,454297.73,0.11,3.76,1
0,4,163131.0,149000.0,10441.63,128534.41,169465.59,0.11,3.54,1
1,4,163131.0,142000.0,10251.02,121908.0,162092.0,0.11,3.51,0
2,4,163131.0,173000.0,11189.14,151069.28,194930.72,0.1,3.59,1
3,4,163131.0,157000.0,10567.83,136287.05,177712.95,0.1,3.51,1
4,4,163131.0,161000.0,10669.27,140088.24,181911.76,0.11,3.38,1
5,4,163131.0,143000.0,10919.5,121597.78,164402.22,0.15,3.61,1
6,4,163131.0,141000.0,10032.16,121336.97,160663.03,0.11,3.54,0
7,4,163131.0,146000.0,10532.6,125356.1,166643.9,0.1,3.36,1
8,4,163131.0,164000.0,10762.28,142905.93,185094.07,0.11,3.41,1
9,4,163131.0,159000.0,10677.61,138071.89,179928.11,0.11,3.55,1
0,5,107671.0,110000.0,9410.65,91555.12,128444.88,0.11,3.69,1
1,5,107671.0,116000.0,9616.93,97150.81,134849.19,0.1,3.32,1
2,5,107671.0,101000.0,8934.78,83487.82,118512.18,0.1,3.48,1
3,5,107671.0,102000.0,9291.74,83788.2,120211.8,0.1,3.5,1
4,5,107671.0,119000.0,10024.05,99352.85,138647.15,0.11,3.53,1
5,5,107671.0,110000.0,9588.41,91206.71,128793.29,0.11,3.35,1
6,5,107671.0,100000.0,8978.52,82402.1,117597.9,0.1,3.55,1
7,5,107671.0,100000.0,9178.37,82010.4,117989.6,0.11,3.37,1
8,5,107671.0,99000.0,9038.4,81284.74,116715.26,0.13,3.8,1
9,5,107671.0,94000.0,8695.51,76956.8,111043.2,0.11,3.48,1
0,6,126798.0,131000.0,10146.38,111113.09,150886.91,0.11,3.52,1
1,6,126798.0,129000.0,9908.76,109578.83,148421.17,0.1,3.33,1
2,6,126798.0,109000.0,9648.88,90088.19,127911.81,0.12,3.55,1
3,6,126798.0,116000.0,9911.5,96573.46,135426.54,0.1,3.41,1
4,6,126798.0,127000.0,10013.96,107372.63,146627.37,0.11,3.44,1
5,6,126798.0,138000.0,10335.87,117741.69,158258.31,0.13,3.43,1
6,6,126798.0,130000.0,10157.1,110092.09,149907.91,0.11,3.62,1
7,6,126798.0,132000.0,10088.85,112225.86,151774.14,0.1,3.43,1
8,6,126798.0,129000.0,9971.52,109455.83,148544.17,0.11,3.6,1
9,6,126798.0,118000.0,9804.07,98784.03,137215.97,0.1,3.34,1
0,7,104695.0,96000.0,9146.09,78073.67,113926.33,0.11,3.61,1
1,7,104695.0,111000.0,9593.3,92197.13,129802.87,0.1,3.71,1
2,7,104695.0,97000.0,9390.76,78594.11,115405.89,0.11,3.4,1
3,7,104695.0,102000.0,9351.3,83671.46,120328.54,0.11,3.36,1
4,7,104695.0,113000.0,9676.99,94033.1,131966.9,0.11,3.51,1
5,7,104695.0,99000.0,9052.26,81257.56,116742.44,0.11,3.57,1
6,7,104695.0,91000.0,8841.11,73671.42,108328.58,0.11,3.67,1
7,7,104695.0,116000.0,9569.64,97243.51,134756.49,0.11,3.51,1
8,7,104695.0,111000.0,9446.6,92484.67,129515.33,0.11,3.32,1
9,7,104695.0,108000.0,9563.02,89256.48,126743.52,0.11,3.61,1
0,8,198159.0,180000.0,11360.07,157734.26,202265.74,0.12,3.47,1
1,8,198159.0,201000.0,11492.0,178475.68,223524.32,0.11,3.51,1
2,8,198159.0,216000.0,11507.34,193445.61,238554.39,0.11,3.49,1
3,8,198159.0,213000.0,11648.65,190168.64,235831.36,0.11,3.7,1
4,8,198159.0,207000.0,11768.88,183932.99,230067.01,0.11,3.41,1
5,8,198159.0,198000.0,11507.72,175444.87,220555.13,0.11,3.55,1
6,8,198159.0,212000.0,11578.3,189306.52,234693.48,0.11,3.39,1
7,8,198159.0,213000.0,11569.08,190324.6,235675.4,0.11,3.67,1
8,8,198159.0,194000.0,11787.58,170896.35,217103.65,0.1,3.53,1
9,8,198159.0,197000.0,11237.68,174974.16,219025.84,0.11,3.48,1
0,9,165477.0,159000.0,10899.34,137637.28,180362.72,0.1,3.85,1
1,9,165477.0,172000.0,10999.94,150440.11,193559.89,0.11,3.78,1
2,9,165477.0,186000.0,11164.65,164117.28,207882.72,0.11,3.72,1
3,9,165477.0,146000.0,10608.93,125206.5,166793.5,0.11,3.65,1
4,9,165477.0,170000.0,10920.61,148595.61,191404.39,0.11,3.73,1
5,9,165477.0,154000.0,10770.73,132889.37,175110.63,0.11,3.87,1
6,9,165477.0,168000.0,11054.11,146333.94,189666.06,0.11,3.73,1
7,9,165477.0,190000.0,11082.69,168277.93,211722.07,0.12,3.84,0
8,9,165477.0,171000.0,11091.14,149261.37,192738.63,0.2,4.28,1
9,9,165477.0,179000.0,10984.36,157470.66,200529.34,0.12,5.8,1
0,10,268102.0,266000.0,12089.29,242305.0,289695.0,0.16,4.88,1
1,10,268102.0,251000.0,12082.02,227319.25,274680.75,0.1,4.76,1
2,10,268102.0,266000.0,12126.58,242231.91,289768.09,0.14,5.99,1
3,10,268102.0,264000.0,12331.88,239829.52,288170.48,0.13,4.66,1
4,10,268102.0,251000.0,11916.61,227643.45,274356.55,0.18,5.17,1
5,10,268102.0,271000.0,12431.12,246635.01,295364.99,0.11,4.03,1
6,10,268102.0,267000.0,11906.01,243664.21,290335.79,0.1,4.07,1
7,10,268102.0,262000.0,12091.74,238300.2,285699.8,0.15,4.98,1
8,10,268102.0,280000.0,12451.26,255595.53,304404.47,0.14,5.41,1
9,10,268102.0,248000.0,12132.99,224219.34,271780.66,0.11,4.3,1
