Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,Total_Time,Hit
0,1,2785246.0,2813000.0,38461.12,2737616.21,2888383.79,0.88,35.94,1
1,1,2785246.0,2799000.0,38599.0,2723345.95,2874654.05,0.94,35.69,1
2,1,2785246.0,2809000.0,39011.23,2732537.99,2885462.01,1.04,35.47,1
3,1,2785246.0,2722000.0,39025.44,2645510.14,2798489.86,0.97,35.64,1
4,1,2785246.0,2765000.0,38363.31,2689807.91,2840192.09,0.98,36.01,1
5,1,2785246.0,2745000.0,38388.01,2669759.5,2820240.5,0.98,36.34,1
6,1,2785246.0,2801000.0,38475.11,2725588.79,2876411.21,0.97,35.99,1
7,1,2785246.0,2797000.0,38654.91,2721236.37,2872763.63,0.96,35.74,1
8,1,2785246.0,2816000.0,39005.93,2739548.37,2892451.63,0.98,35.58,1
9,1,2785246.0,2803000.0,38642.92,2727259.87,2878740.13,0.98,36.25,1
0,2,2180873.0,2185000.0,37719.12,2111070.52,2258929.48,0.96,34.93,1
1,2,2180873.0,2172000.0,36398.45,2100659.04,2243340.96,0.96,34.77,1
2,2,2180873.0,2215000.0,37405.79,2141684.64,2288315.36,0.95,35.25,1
3,2,2180873.0,2213000.0,38150.7,2138224.63,2287775.37,0.97,34.96,1
4,2,2180873.0,2169000.0,36647.1,2097171.67,2240828.33,0.95,35.06,1
5,2,2180873.0,2249000.0,37500.76,2175498.52,2322501.48,0.96,35.01,1
6,2,2180873.0,2201000.0,38006.42,2126507.41,2275492.59,0.99,35.19,1
7,2,2180873.0,2161000.0,36285.31,2089880.79,2232119.21,0.98,34.77,1
8,2,2180873.0,2243000.0,37949.51,2168618.95,2317381.05,1.03,34.73,1
9,2,2180873.0,2077000.0,36256.35,2005937.55,2148062.45,1.03,34.77,0
0,3,4388299.0,4404000.0,34056.92,4337248.43,4470751.57,1.03,38.07,1
1,3,4388299.0,4373000.0,34294.71,4305782.37,4440217.63,1.01,37.16,1
2,3,4388299.0,4355000.0,35160.94,4286084.56,4423915.44,1.04,36.95,1
3,3,4388299.0,4424000.0,33436.61,4358464.25,4489535.75,0.97,37.52,1
4,3,4388299.0,4430000.0,33571.46,4364199.94,4495800.06,1.05,37.27,1
5,3,4388299.0,4363000.0,34452.15,4295473.79,4430526.21,0.97,37.31,1
6,3,4388299.0,4424000.0,35078.86,4355245.43,4492754.57,0.93,38.95,1
7,3,4388299.0,4374000.0,35137.4,4305130.7,4442869.3,0.99,38.37,1
8,3,4388299.0,4356000.0,35092.08,4287219.52,4424780.48,0.97,37.07,1
9,3,4388299.0,4416000.0,34444.27,4348489.22,4483510.78,0.97,37.35,1
0,4,1637487.0,1644000.0,34451.16,1576475.72,1711524.28,0.99,33.96,1
1,4,1637487.0,1640000.0,34849.28,1571695.4,1708304.6,0.95,33.86,1
2,4,1637487.0,1648000.0,34328.36,1580716.41,1715283.59,1.07,34.63,1
3,4,1637487.0,1677000.0,34873.3,1608648.33,1745351.67,0.97,34.37,1
4,4,1637487.0,1682000.0,33838.24,1615677.06,1748322.94,1.03,35.77,1
5,4,1637487.0,1638000.0,34206.39,1570955.47,1705044.53,0.97,33.99,1
6,4,1637487.0,1608000.0,34581.28,1540220.68,1675779.32,0.99,34.84,1
7,4,1637487.0,1631000.0,34366.25,1563642.15,1698357.85,1.01,34.18,1
8,4,1637487.0,1676000.0,34531.17,1608318.9,1743681.1,1.01,34.09,1
9,4,1637487.0,1613000.0,33186.56,1547954.35,1678045.65,0.98,34.02,1
0,5,1080692.0,1062000.0,29038.81,1005083.94,1118916.06,1.24,33.88,1
1,5,1080692.0,1131000.0,30829.83,1070573.54,1191426.46,0.97,33.67,1
2,5,1080692.0,1086000.0,30127.15,1026950.79,1145049.21,0.98,33.45,1
3,5,1080692.0,1096000.0,29649.72,1037886.55,1154113.45,0.96,33.01,1
4,5,1080692.0,1128000.0,30259.73,1068690.92,1187309.08,0.97,32.97,1
5,5,1080692.0,1029000.0,29385.61,971404.2,1086595.8,0.97,33.41,1
6,5,1080692.0,1104000.0,29349.28,1046475.42,1161524.58,0.96,33.44,1
7,5,1080692.0,1104000.0,29552.67,1046076.78,1161923.22,1.0,32.97,1
8,5,1080692.0,1058000.0,29797.89,999596.14,1116403.86,0.96,33.06,1
9,5,1080692.0,1022000.0,29445.95,964285.94,1079714.06,1.01,33.31,0
0,6,1189459.0,1224000.0,31765.91,1161738.82,1286261.18,1.03,33.23,1
1,6,1189459.0,1158000.0,30399.75,1098416.5,1217583.5,0.99,33.53,1
2,6,1189459.0,1214000.0,30993.58,1153252.59,1274747.41,1.14,33.89,1
3,6,1189459.0,1248000.0,31184.99,1186877.42,1309122.58,1.32,37.25,1
4,6,1189459.0,1186000.0,30833.66,1125566.03,1246433.97,0.95,38.1,1
5,6,1189459.0,1174000.0,31100.18,1113043.66,1234956.34,1.02,33.95,1
6,6,1189459.0,1172000.0,30312.98,1112586.57,1231413.43,0.98,34.19,1
7,6,1189459.0,1175000.0,30468.26,1115282.2,1234717.8,0.95,33.43,1
8,6,1189459.0,1171000.0,30166.25,1111874.15,1230125.85,1.08,34.3,1
9,6,1189459.0,1149000.0,30374.11,1089466.75,1208533.25,0.94,33.47,1
0,7,933511.0,909000.0,27983.99,854151.39,963848.61,1.05,33.1,1
1,7,933511.0,966000.0,28634.06,909877.24,1022122.76,1.02,35.57,1
2,7,933511.0,987000.0,28190.7,931746.23,1042253.77,1.01,33.62,1
3,7,933511.0,931000.0,28051.16,876019.72,985980.28,0.96,33.55,1
4,7,933511.0,878000.0,27264.31,824561.96,931438.04,0.96,33.66,0
5,7,933511.0,938000.0,28577.51,881988.09,994011.91,0.97,33.25,1
6,7,933511.0,953000.0,29314.7,895543.19,1010456.81,0.98,33.05,1
7,7,933511.0,933000.0,27575.26,878952.49,987047.51,0.96,33.23,1
8,7,933511.0,917000.0,28173.21,861780.51,972219.49,0.98,33.72,1
9,7,933511.0,933000.0,28711.01,876726.42,989273.58,0.97,33.28,1
0,8,1788695.0,1755000.0,34196.07,1687975.7,1822024.3,0.98,33.89,1
1,8,1788695.0,1745000.0,35039.18,1676323.2,1813676.8,0.94,33.96,1
2,8,1788695.0,1803000.0,35014.34,1734371.89,1871628.11,0.96,33.54,1
3,8,1788695.0,1796000.0,35202.39,1727003.31,1864996.69,0.97,33.38,1
4,8,1788695.0,1723000.0,36225.19,1651998.63,1794001.37,0.98,33.41,1
5,8,1788695.0,1766000.0,35541.29,1696339.07,1835660.93,0.95,33.62,1
6,8,1788695.0,1800000.0,36747.37,1727975.15,1872024.85,0.98,33.45,1
7,8,1788695.0,1791000.0,34765.57,1722859.47,1859140.53,0.96,33.75,1
8,8,1788695.0,1742000.0,34674.65,1674037.69,1809962.31,0.98,33.33,1
9,8,1788695.0,1780000.0,35137.99,1711129.54,1848870.46,0.96,33.65,1
0,9,1654343.0,1656000.0,34731.97,1587925.33,1724074.67,0.94,37.03,1
1,9,1654343.0,1661000.0,33509.62,1595321.15,1726678.85,0.98,37.16,1
2,9,1654343.0,1606000.0,34607.95,1538168.42,1673831.58,0.96,37.21,1
3,9,1654343.0,1651000.0,34308.01,1583756.3,1718243.7,0.94,37.0,1
4,9,1654343.0,1646000.0,35286.87,1576837.74,1715162.26,0.97,37.18,1
5,9,1654343.0,1708000.0,35254.31,1638901.56,1777098.44,0.95,37.17,1
6,9,1654343.0,1612000.0,34193.29,1544981.14,1679018.86,0.95,37.02,1
7,9,1654343.0,1669000.0,34939.67,1600518.24,1737481.76,0.96,37.07,1
8,9,1654343.0,1687000.0,35266.82,1617877.03,1756122.97,1.05,37.28,1
9,9,1654343.0,1627000.0,34521.69,1559337.5,1694662.5,0.94,36.85,1
0,10,2715503.0,2667000.0,38532.61,2591476.09,2742523.91,0.99,37.59,1
1,10,2715503.0,2699000.0,38085.66,2624352.11,2773647.89,0.95,37.76,1
2,10,2715503.0,2765000.0,38757.35,2689035.6,2840964.4,0.99,37.07,1
3,10,2715503.0,2654000.0,38180.26,2579166.7,2728833.3,1.01,37.67,1
4,10,2715503.0,2764000.0,39306.93,2686958.42,2841041.58,0.98,37.53,1
5,10,2715503.0,2722000.0,39034.96,2645491.48,2798508.52,0.97,37.43,1
6,10,2715503.0,2750000.0,37950.61,2675616.8,2824383.2,0.98,37.63,1
7,10,2715503.0,2647000.0,37211.12,2574066.2,2719933.8,0.94,36.92,1
8,10,2715503.0,2742000.0,38896.93,2665762.02,2818237.98,0.97,38.3,1
9,10,2715503.0,2738000.0,37928.74,2663659.68,2812340.32,0.98,37.28,1
