Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,Total_Time,Hit
0,1,278356.0,276500.0,3856.71,268940.85,284059.15,0.95,5.41,1
1,1,278356.0,285000.0,3848.78,277456.4,292543.6,1.43,5.77,1
2,1,278356.0,281600.0,3886.71,273982.04,289217.96,1.24,5.57,1
3,1,278356.0,275900.0,3935.94,268185.56,283614.44,1.24,5.4,1
4,1,278356.0,279300.0,3909.87,271636.66,286963.34,1.22,5.62,1
5,1,278356.0,273900.0,3869.33,266316.11,281483.89,1.25,5.46,1
6,1,278356.0,282600.0,3897.24,274961.41,290238.59,1.47,5.76,1
7,1,278356.0,277600.0,3912.49,269931.51,285268.49,1.2,5.42,1
8,1,278356.0,279600.0,3862.29,272029.91,287170.09,1.28,5.4,1
9,1,278356.0,280900.0,3964.42,273129.74,288670.26,1.28,5.98,1
0,2,218426.0,220500.0,3718.34,213212.06,227787.94,1.62,7.04,1
1,2,218426.0,215900.0,3563.02,208916.47,222883.53,1.32,5.53,1
2,2,218426.0,217300.0,3752.73,209944.65,224655.35,1.44,5.98,1
3,2,218426.0,215600.0,3774.34,208202.3,222997.7,1.29,5.44,1
4,2,218426.0,212700.0,3656.3,205533.65,219866.35,1.1,5.89,1
5,2,218426.0,215600.0,3651.58,208442.91,222757.09,1.09,5.31,1
6,2,218426.0,211300.0,3668.39,204109.95,218490.05,1.29,5.2,1
7,2,218426.0,213400.0,3704.44,206139.31,220660.69,1.23,6.43,1
8,2,218426.0,214800.0,3632.53,207680.23,221919.77,1.49,5.56,1
9,2,218426.0,217400.0,3753.18,210043.77,224756.23,1.26,6.34,1
0,3,429156.0,429200.0,3447.48,422442.94,435957.06,1.63,7.55,1
1,3,429156.0,434000.0,3425.63,427285.77,440714.23,1.66,6.67,1
2,3,429156.0,433200.0,3418.7,426499.34,439900.66,1.28,6.56,1
3,3,429156.0,430600.0,3431.3,423874.66,437325.34,1.38,6.02,1
4,3,429156.0,424800.0,3518.37,417903.99,431696.01,1.36,6.26,1
5,3,429156.0,432700.0,3456.86,425924.56,439475.44,1.37,7.59,1
6,3,429156.0,422500.0,3560.16,415522.09,429477.91,2.52,7.66,1
7,3,429156.0,426800.0,3424.33,420088.32,433511.68,1.25,6.49,1
8,3,429156.0,430900.0,3459.53,424119.33,437680.67,1.25,5.78,1
9,3,429156.0,427600.0,3441.28,420855.1,434344.9,1.26,5.68,1
0,4,163131.0,167700.0,3542.8,160756.11,174643.89,1.36,5.82,1
1,4,163131.0,164300.0,3481.13,157476.98,171123.02,1.42,5.65,1
2,4,163131.0,163100.0,3349.76,156534.47,169665.53,1.38,7.26,1
3,4,163131.0,159200.0,3482.32,152374.65,166025.35,1.25,6.02,1
4,4,163131.0,165000.0,3526.62,158087.82,171912.18,1.25,5.33,1
5,4,163131.0,161900.0,3432.69,155171.93,168628.07,1.31,6.19,1
6,4,163131.0,161000.0,3378.14,154378.85,167621.15,1.34,5.3,1
7,4,163131.0,164200.0,3500.67,157338.69,171061.31,1.38,7.05,1
8,4,163131.0,159200.0,3354.98,152624.24,165775.76,1.21,5.3,1
9,4,163131.0,162000.0,3518.35,155104.03,168895.97,1.19,5.4,1
0,5,107671.0,105000.0,2964.74,99189.11,110810.89,1.19,5.46,1
1,5,107671.0,108400.0,2949.4,102619.17,114180.83,1.33,5.31,1
2,5,107671.0,108400.0,2935.93,102645.58,114154.42,1.2,5.3,1
3,5,107671.0,106400.0,2946.73,100624.41,112175.59,1.17,5.31,1
4,5,107671.0,111900.0,3046.53,105928.81,117871.19,1.17,5.14,1
5,5,107671.0,104900.0,2835.72,99341.99,110458.01,1.33,5.3,1
6,5,107671.0,106600.0,3002.05,100715.99,112484.01,1.46,5.57,1
7,5,107671.0,105900.0,2915.8,100185.04,111614.96,1.25,5.17,1
8,5,107671.0,108800.0,2984.52,102950.33,114649.67,1.31,5.13,1
