Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,Total_Time,Hit
0,1,27856078.0,27694000.0,121053.62,27456734.9,27931265.1,0.61,153.45,1
1,1,27856078.0,27906000.0,120866.93,27669100.81,28142899.19,0.62,152.56,1
2,1,27856078.0,27813000.0,127756.01,27562598.22,28063401.78,0.66,137.68,1
3,1,27856078.0,27931000.0,130486.21,27675247.04,28186752.96,0.62,149.57,1
4,1,27856078.0,28038000.0,110670.86,27821085.12,28254914.88,0.6,138.93,1
5,1,27856078.0,27804000.0,122902.0,27563112.08,28044887.92,0.64,141.79,1
6,1,27856078.0,28157000.0,131241.57,27899766.52,28414233.48,0.65,151.25,0
7,1,27856078.0,27880000.0,120183.0,27644441.31,28115558.69,0.65,148.66,1
8,1,27856078.0,27824000.0,119061.96,27590638.56,28057361.44,0.62,147.57,1
9,1,27856078.0,27759000.0,123004.59,27517911.0,28000089.0,0.58,151.74,1
0,2,21809885.0,21875000.0,118370.3,21642994.22,22107005.78,0.78,139.54,1
1,2,21809885.0,21513000.0,115937.64,21285762.23,21740237.77,0.65,140.02,0
2,2,21809885.0,21660000.0,111923.3,21440630.33,21879369.67,0.68,136.23,1
3,2,21809885.0,22000000.0,127400.54,21750294.94,22249705.06,0.63,127.73,1
4,2,21809885.0,21866000.0,116467.61,21637723.48,22094276.52,0.57,123.94,1
5,2,21809885.0,21718000.0,114909.14,21492778.09,21943221.91,0.65,135.38,1
6,2,21809885.0,21944000.0,115326.47,21717960.11,22170039.89,0.66,125.33,1
7,2,21809885.0,21879000.0,124675.52,21634635.99,22123364.01,0.63,149.65,1
8,2,21809885.0,21915000.0,122170.06,21675546.68,22154453.32,0.63,136.82,1
9,2,21809885.0,21757000.0,116974.99,21527729.03,21986270.97,0.63,131.53,1
0,3,43877172.0,43965000.0,104991.82,43759216.03,44170783.97,0.64,175.41,1
1,3,43877172.0,44005000.0,107169.4,43794947.98,44215052.02,0.62,164.6,1
2,3,43877172.0,43938000.0,109700.57,43722986.89,44153013.11,0.62,153.53,1
3,3,43877172.0,43795000.0,89507.23,43619565.83,43970434.17,0.69,181.94,1
4,3,43877172.0,43866000.0,102159.14,43665768.08,44066231.92,0.65,168.01,1
5,3,43877172.0,44079000.0,109683.66,43864020.02,44293979.98,0.78,167.25,1
6,3,43877172.0,43993000.0,110083.42,43777236.5,44208763.5,0.81,169.48,1
7,3,43877172.0,43855000.0,107684.14,43643939.1,44066060.9,0.64,175.92,1
8,3,43877172.0,43811000.0,105964.05,43603310.46,44018689.54,0.63,165.26,1
9,3,43877172.0,43861000.0,105943.19,43653351.35,44068648.65,0.61,177.02,1
0,4,16357096.0,16411000.0,111293.67,16192864.4,16629135.6,0.68,125.22,1
1,4,16357096.0,16275000.0,111476.21,16056506.63,16493493.37,0.64,120.89,1
2,4,16357096.0,16183000.0,104450.36,15978277.3,16387722.7,0.65,125.01,1
