Run number,Query Number,GT,EST,STD,Lower_CI,Upper_CI,RNG_Time,Total_Time,Hit
0,1,278356.0,280200.0,5543.91,269333.94,291066.06,0.55,3.94,1
1,1,278356.0,284200.0,5213.17,273982.18,294417.82,0.43,3.86,1
2,1,278356.0,276200.0,5434.67,265548.04,286851.96,0.44,3.96,1
3,1,278356.0,276200.0,5431.31,265554.63,286845.37,0.44,3.81,1
4,1,278356.0,270800.0,5533.62,259954.11,281645.89,0.45,4.11,1
5,1,278356.0,282800.0,5358.84,272296.67,293303.33,0.43,3.75,1
6,1,278356.0,287800.0,5390.64,277234.35,298365.65,0.44,3.99,1
7,1,278356.0,286000.0,5535.12,275151.17,296848.83,0.49,4.41,1
8,1,278356.0,277600.0,5401.35,267013.35,288186.65,0.46,4.37,1
9,1,278356.0,283800.0,5555.37,272911.47,294688.53,0.47,4.14,1
0,2,218426.0,224400.0,5368.41,213877.92,234922.08,0.45,4.18,1
1,2,218426.0,216400.0,5299.97,206012.07,226787.93,0.56,4.27,1
2,2,218426.0,211800.0,5218.63,201571.48,222028.52,0.46,3.97,1
3,2,218426.0,216400.0,5144.89,206316.01,226483.99,0.45,4.11,1
4,2,218426.0,218400.0,5346.48,207920.9,228879.1,0.45,4.11,1
5,2,218426.0,222200.0,5454.56,211509.07,232890.93,0.45,4.13,1
6,2,218426.0,211600.0,5238.24,201333.04,221866.96,0.48,4.19,1
7,2,218426.0,220400.0,5292.18,210027.33,230772.67,0.68,4.41,1
8,2,218426.0,220000.0,5155.03,209896.14,230103.86,0.49,4.32,1
9,2,218426.0,214400.0,5265.36,204079.9,224720.1,0.5,4.18,1
0,3,429156.0,433400.0,4790.37,424010.88,442789.12,0.48,4.49,1
1,3,429156.0,420000.0,4973.78,410251.4,429748.6,0.47,4.28,1
2,3,429156.0,428000.0,4992.61,418214.49,437785.51,0.46,4.49,1
3,3,429156.0,426600.0,4962.33,416873.84,436326.16,0.47,4.27,1
4,3,429156.0,421400.0,4995.7,411608.43,431191.57,0.46,4.11,1
5,3,429156.0,427000.0,4915.25,417366.12,436633.88,0.46,4.44,1
6,3,429156.0,431800.0,4951.52,422095.03,441504.97,0.46,4.09,1
7,3,429156.0,432600.0,4880.21,423034.79,442165.21,0.46,4.32,1
8,3,429156.0,424800.0,4923.42,415150.09,434449.91,0.53,4.44,1
9,3,429156.0,430000.0,5086.51,420030.43,439969.57,0.46,4.27,1
0,4,163131.0,178400.0,5055.36,168491.5,188308.5,0.53,4.13,0
1,4,163131.0,153800.0,4713.1,144562.31,163037.69,0.47,3.93,0
2,4,163131.0,173000.0,5022.59,163155.72,182844.28,0.49,4.3,0
3,4,163131.0,159800.0,4726.84,150535.4,169064.6,0.47,3.97,1
4,4,163131.0,162000.0,4735.12,152719.16,171280.84,0.47,4.08,1
5,4,163131.0,160400.0,4759.77,151070.84,169729.16,0.53,4.06,1
6,4,163131.0,161000.0,4723.96,151741.04,170258.96,0.45,4.12,1
7,4,163131.0,161000.0,4759.72,151670.96,170329.04,0.6,4.22,1
8,4,163131.0,156600.0,4796.94,147197.99,166002.01,0.45,3.96,1
9,4,163131.0,160200.0,4902.21,150591.67,169808.33,0.61,4.36,1
0,5,107671.0,99800.0,4065.86,91830.91,107769.09,0.52,5.29,1
1,5,107671.0,107800.0,4081.49,99800.27,115799.73,0.63,5.33,1
2,5,107671.0,101200.0,3997.65,93364.61,109035.39,0.55,5.55,1
3,5,107671.0,106600.0,4119.2,98526.37,114673.63,0.45,3.94,1
4,5,107671.0,101800.0,3961.35,94035.75,109564.25,0.71,4.74,1
5,5,107671.0,104400.0,4200.88,96166.28,112633.72,0.47,4.33,1
6,5,107671.0,106400.0,4207.56,98153.19,114646.81,0.45,3.99,1
7,5,107671.0,111800.0,4263.1,103444.32,120155.68,0.48,4.09,1
8,5,107671.0,102200.0,4035.08,94291.24,110108.76,0.46,3.89,1
9,5,107671.0,109000.0,4239.23,100691.1,117308.9,0.53,4.06,1
0,6,126798.0,128000.0,4322.22,119528.46,136471.54,0.48,4.04,1
1,6,126798.0,130600.0,4630.62,121523.98,139676.02,0.48,4.05,1
2,6,126798.0,133200.0,4506.3,124367.64,142032.36,0.48,4.14,1
3,6,126798.0,126800.0,4438.58,118100.38,135499.62,0.46,4.02,1
4,6,126798.0,124800.0,4337.13,116299.22,133300.78,0.5,3.97,1
5,6,126798.0,136200.0,4724.46,126940.06,145459.94,0.6,4.03,0
6,6,126798.0,132400.0,4533.45,123514.44,141285.56,0.5,4.17,1
7,6,126798.0,130200.0,4504.01,121372.14,139027.86,0.47,4.08,1
8,6,126798.0,126600.0,4341.18,118091.29,135108.71,0.45,4.05,1
9,6,126798.0,123000.0,4347.78,114478.35,131521.65,0.52,4.12,1
0,7,104695.0,103600.0,4142.94,95479.83,111720.17,0.47,4.08,1
1,7,104695.0,106600.0,4142.73,98480.25,114719.75,0.47,3.92,1
2,7,104695.0,97200.0,4056.23,89249.8,105150.2,0.44,4.08,1
3,7,104695.0,94600.0,4010.7,86739.04,102460.96,0.45,4.07,0
4,7,104695.0,111800.0,4331.28,103310.68,120289.32,0.47,4.07,1
5,7,104695.0,104600.0,4227.89,96313.34,112886.66,0.52,4.12,1
6,7,104695.0,110600.0,4221.34,102326.17,118873.83,0.49,3.96,1
7,7,104695.0,107200.0,4254.1,98861.97,115538.03,0.46,4.05,1
8,7,104695.0,106000.0,4232.45,97704.39,114295.61,0.45,4.09,1
9,7,104695.0,102400.0,4280.83,94009.57,110790.43,0.62,4.08,1
0,8,198159.0,200400.0,5148.29,190309.35,210490.65,0.48,4.33,1
1,8,198159.0,205400.0,5214.98,195178.64,215621.36,0.47,4.08,1
2,8,198159.0,201200.0,5204.62,190998.94,211401.06,0.46,4.11,1
3,8,198159.0,190600.0,5268.82,180273.1,200926.9,0.47,3.99,1
4,8,198159.0,194600.0,5268.56,184273.63,204926.37,0.47,4.37,1
5,8,198159.0,194000.0,5149.77,183906.45,204093.55,0.46,4.1,1
6,8,198159.0,188600.0,5098.26,178607.4,198592.6,0.6,4.33,1
7,8,198159.0,195800.0,5240.0,185529.6,206070.4,0.48,4.22,1
8,8,198159.0,194600.0,4985.93,184827.59,204372.41,0.6,4.16,1
9,8,198159.0,204400.0,5160.86,194284.72,214515.28,0.46,4.0,1
0,9,165477.0,172200.0,5068.52,162265.71,182134.29,0.47,4.32,1
1,9,165477.0,164000.0,4875.93,154443.18,173556.82,0.46,4.46,1
2,9,165477.0,159600.0,4827.25,150138.59,169061.41,0.46,4.2,1
3,9,165477.0,156600.0,5019.85,146761.09,166438.91,0.46,4.28,1
4,9,165477.0,171600.0,4943.37,161911.0,181289.0,0.48,4.48,1
5,9,165477.0,160400.0,4855.08,150884.04,169915.96,0.61,4.43,1
6,9,165477.0,156000.0,4677.03,146833.03,165166.97,0.48,4.21,0
7,9,165477.0,157400.0,4806.11,147980.02,166819.98,0.47,4.31,1
8,9,165477.0,161600.0,4811.15,152170.14,171029.86,0.46,4.33,1
9,9,165477.0,162800.0,4902.64,153190.82,172409.18,0.47,4.44,1
0,10,268102.0,270800.0,5340.48,260332.66,281267.34,0.46,4.31,1
1,10,268102.0,261800.0,5354.05,251306.07,272293.93,0.47,4.39,1
2,10,268102.0,274200.0,5473.73,263471.49,284928.51,0.46,4.35,1
3,10,268102.0,265000.0,5544.73,254132.32,275867.68,0.49,4.34,1
4,10,268102.0,258800.0,5557.36,247907.58,269692.42,0.58,4.48,1
5,10,268102.0,267400.0,5400.88,256814.27,277985.73,0.46,4.21,1
6,10,268102.0,262000.0,5594.47,251034.83,272965.17,0.47,4.17,1
7,10,268102.0,265400.0,5383.4,254848.53,275951.47,0.53,4.48,1
8,10,268102.0,263000.0,5473.81,252271.33,273728.67,0.47,4.42,1
9,10,268102.0,268600.0,5411.55,257993.36,279206.64,0.48,4.42,1
